Index;Elevation;Leg distance;Leg time;Leg speed;Leg course;Time;Position;Car
251;409 м;191 м;0:00:13;53 км/ч;195.0° истина;20.03.2026 14:09;N55.16286° E59.68253°;
252;414 м;203 м;0:00:14;52 км/ч;193.8° истина;20.03.2026 14:10;N55.16120° E59.68175°;
253;421 м;203 м;0:00:14;52 км/ч;193.3° истина;20.03.2026 14:10;N55.15942° E59.68098°;
254;422 м;217 м;0:00:15;52 км/ч;192.9° истина;20.03.2026 14:10;N55.15765° E59.68025°;
255;423 м;108 м;0:00:09;43 км/ч;189.2° истина;20.03.2026 14:10;N55.15575° E59.67949°;
256;430 м;17 м;0:00:06;10 км/ч;186.1° истина;20.03.2026 14:10;N55.15479° E59.67922°;
257;431 м;4 м;0:00:19;0.8 км/ч;70.5° истина;20.03.2026 14:10;N55.15464° E59.67919°;
258;428 м;20 м;0:00:12;6 км/ч;189.4° истина;20.03.2026 14:11;N55.15465° E59.67925°;
259;426 м;83 м;0:00:09;33 км/ч;189.3° истина;20.03.2026 14:11;N55.15447° E59.67920°;
260;427 м;187 м;0:00:16;42 км/ч;189.7° истина;20.03.2026 14:11;N55.15374° E59.67899°;
261;428 м;94 м;0:00:11;31 км/ч;193.3° истина;20.03.2026 14:11;N55.15208° E59.67849°;
262;429 м;19 м;0:00:09;8 км/ч;190.5° истина;20.03.2026 14:12;N55.15125° E59.67815°;
263;431 м;18 м;0:00:23;2.8 км/ч;194.8° истина;20.03.2026 14:12;N55.15108° E59.67810°;
264;431 м;95 м;0:00:10;34 км/ч;190.9° истина;20.03.2026 14:12;N55.15092° E59.67802°;
265;430 м;142 м;0:00:15;34 км/ч;192.1° истина;20.03.2026 14:12;N55.15008° E59.67774°;
266;432 м;110 м;0:00:12;33 км/ч;192.0° истина;20.03.2026 14:13;N55.14884° E59.67728°;
267;434 м;86 м;0:00:13;24 км/ч;191.4° истина;20.03.2026 14:13;N55.14787° E59.67691°;
268;437 м;93 м;0:00:11;30 км/ч;192.0° истина;20.03.2026 14:13;N55.14711° E59.67665°;
269;436 м;134 м;0:00:16;30 км/ч;191.1° истина;20.03.2026 14:13;N55.14629° E59.67634°;
270;432 м;129 м;0:00:13;36 км/ч;191.1° истина;20.03.2026 14:13;N55.14511° E59.67594°;
271;432 м;156 м;0:00:15;37 км/ч;191.6° истина;20.03.2026 14:14;N55.14397° E59.67555°;
272;432 м;136 м;0:00:15;33 км/ч;191.4° истина;20.03.2026 14:14;N55.14260° E59.67506°;
273;433 м;50 м;0:00:11;16 км/ч;194.0° истина;20.03.2026 14:14;N55.14140° E59.67463°;
274;432 м;12 м;0:00:11;3.8 км/ч;196.7° истина;20.03.2026 14:14;N55.14097° E59.67444°;
275;432 м;23 м;0:00:17;5 км/ч;201.6° истина;20.03.2026 14:15;N55.14087° E59.67439°;
276;431 м;100 м;0:00:11;33 км/ч;195.7° истина;20.03.2026 14:15;N55.14067° E59.67426°;
277;433 м;157 м;0:00:15;38 км/ч;190.8° истина;20.03.2026 14:15;N55.13981° E59.67383°;
278;436 м;86 м;0:00:11;28 км/ч;189.1° истина;20.03.2026 14:15;N55.13842° E59.67337°;
279;437 м;48 м;0:00:08;22 км/ч;194.7° истина;20.03.2026 14:15;N55.13766° E59.67315°;
280;439 м;29 м;0:00:06;18 км/ч;219.0° истина;20.03.2026 14:16;N55.13724° E59.67296°;
281;437 м;31 м;0:00:05;22 км/ч;243.4° истина;20.03.2026 14:16;N55.13704° E59.67267°;
282;436 м;36 м;0:00:08;16 км/ч;192.5° истина;20.03.2026 14:16;N55.13691° E59.67224°;
283;435 м;8 м;0:00:01;29 км/ч;136.9° истина;20.03.2026 14:16;N55.13659° E59.67211°;
284;435 м;119 м;0:00:10;43 км/ч;134.4° истина;20.03.2026 14:16;N55.13654° E59.67220°;
285;434 м;240 м;0:00:18;48 км/ч;130.8° истина;20.03.2026 14:16;N55.13580° E59.67353°;
286;435 м;165 м;0:00:11;54 км/ч;130.5° истина;20.03.2026 14:16;N55.13439° E59.67639°;
287;439 м;256 м;0:00:16;57 км/ч;131.3° истина;20.03.2026 14:17;N55.13343° E59.67836°;
288;441 м;236 м;0:00:15;57 км/ч;131.0° истина;20.03.2026 14:17;N55.13191° E59.68137°;
289;438 м;206 м;0:00:14;53 км/ч;130.8° истина;20.03.2026 14:17;N55.13052° E59.68417°;
290;442 м;182 м;0:00:14;47 км/ч;131.7° истина;20.03.2026 14:17;N55.12931° E59.68662°;
291;440 м;199 м;0:00:14;51 км/ч;131.6° истина;20.03.2026 14:18;N55.12822° E59.68876°;
292;434 м;116 м;0:00:11;38 км/ч;131.4° истина;20.03.2026 14:18;N55.12703° E59.69110°;
293;437 м;51 м;0:00:11;17 км/ч;130.2° истина;20.03.2026 14:18;N55.12634° E59.69247°;
294;441 м;86 м;0:00:10;31 км/ч;130.8° истина;20.03.2026 14:18;N55.12604° E59.69309°;
295;438 м;136 м;0:00:12;41 км/ч;140.1° истина;20.03.2026 14:18;N55.12553° E59.69412°;
296;434 м;142 м;0:00:12;43 км/ч;162.9° истина;20.03.2026 14:18;N55.12460° E59.69549°;
297;428 м;193 м;0:00:13;53 км/ч;163.6° истина;20.03.2026 14:19;N55.12337° E59.69615°;
298;421 м;197 м;0:00:14;51 км/ч;163.0° истина;20.03.2026 14:19;N55.12171° E59.69700°;
299;421 м;123 м;0:00:11;40 км/ч;158.7° истина;20.03.2026 14:19;N55.12002° E59.69791°;
300;422 м;27 м;0:00:07;14 км/ч;139.4° истина;20.03.2026 14:19;N55.11899° E59.69861°;
301;426 м;4 м;0:00:27;0.5 км/ч;355.8° истина;20.03.2026 14:19;N55.11880° E59.69889°;
302;423 м;29 м;0:00:10;10 км/ч;139.0° истина;20.03.2026 14:20;N55.11883° E59.69888°;
303;420 м;94 м;0:00:11;31 км/ч;138.9° истина;20.03.2026 14:20;N55.11864° E59.69918°;
304;417 м;77 м;0:00:12;23 км/ч;140.8° истина;20.03.2026 14:20;N55.11800° E59.70015°;
305;417 м;7 м;0:00:10;2.5 км/ч;145.1° истина;20.03.2026 14:20;N55.11747° E59.70092°;
306;415 м;5 м;0:00:33;0.6 км/ч;134.2° истина;20.03.2026 14:21;N55.11741° E59.70098°;
307;411 м;26 м;0:00:07;14 км/ч;140.5° истина;20.03.2026 14:21;N55.11738° E59.70104°;
308;411 м;28 м;0:00:07;15 км/ч;96.6° истина;20.03.2026 14:21;N55.11720° E59.70130°;
309;412 м;95 м;0:00:12;28 км/ч;48.1° истина;20.03.2026 14:21;N55.11717° E59.70174°;
310;417 м;115 м;0:00:16;26 км/ч;48.7° истина;20.03.2026 14:22;N55.11774° E59.70285°;
311;419 м;78 м;0:00:10;28 км/ч;49.5° истина;20.03.2026 14:22;N55.11842° E59.70420°;
312;418 м;157 м;0:00:15;38 км/ч;47.0° истина;20.03.2026 14:22;N55.11888° E59.70513°;
313;421 м;140 м;0:00:15;34 км/ч;42.5° истина;20.03.2026 14:22;N55.11984° E59.70694°;
314;421 м;30 м;0:00:08;13 км/ч;42.2° истина;20.03.2026 14:23;N55.12076° E59.70842°;
315;422 м;3 м;0:00:32;0.3 км/ч;230.0° истина;20.03.2026 14:23;N55.12096° E59.70874°;
316;426 м;1 м;0:00:29;0.2 км/ч;277.8° истина;20.03.2026 14:23;N55.12095° E59.70870°;
317;422 м;2 м;0:00:57;0.1 км/ч;217.6° истина;20.03.2026 14:24;N55.12095° E59.70868°;
318;417 м;2 м;0:01:15;0.1 км/ч;27.8° истина;20.03.2026 14:25;N55.12094° E59.70866°;
319;416 м;1 м;0:01:15;0.0 км/ч;225.8° истина;20.03.2026 14:26;N55.12095° E59.70868°;
320;416 м;1 м;0:01:15;0.0 км/ч;160.2° истина;20.03.2026 14:27;N55.12094° E59.70867°;
321;416 м;1 м;0:01:17;0.1 км/ч;116.8° истина;20.03.2026 14:28;N55.12094° E59.70867°;
322;418 м;1 м;0:01:18;0.0 км/ч;168.4° истина;20.03.2026 14:30;N55.12093° E59.70869°;
323;422 м;1 м;0:01:17;0.1 км/ч;259.4° истина;20.03.2026 14:31;N55.12092° E59.70870°;
324;423 м;2 м;0:01:13;0.1 км/ч;190.7° истина;20.03.2026 14:32;N55.12092° E59.70868°;
325;424 м;2 м;0:01:17;0.1 км/ч;309.0° истина;20.03.2026 14:33;N55.12090° E59.70867°;
326;425 м;1 м;0:01:15;0.1 км/ч;32.1° истина;20.03.2026 14:35;N55.12091° E59.70865°;
327;426 м;0 м;0:01:15;0.0 км/ч;254.7° истина;20.03.2026 14:36;N55.12092° E59.70866°;
328;430 м;3 м;0:01:02;0.2 км/ч;3.1° истина;20.03.2026 14:37;N55.12092° E59.70865°;
329;431 м;3 м;0:00:30;0.3 км/ч;166.9° истина;20.03.2026 14:38;N55.12095° E59.70865°;
330;431 м;2 м;0:01:12;0.1 км/ч;118.7° истина;20.03.2026 14:39;N55.12092° E59.70866°;
331;433 м;2 м;0:01:16;0.1 км/ч;271.2° истина;20.03.2026 14:40;N55.12091° E59.70870°;
332;432 м;2 м;0:01:20;0.1 км/ч;358.1° истина;20.03.2026 14:41;N55.12091° E59.70867°;
333;430 м;1 м;0:01:16;0.0 км/ч;217.5° истина;20.03.2026 14:43;N55.12094° E59.70867°;
334;428 м;2 м;0:01:23;0.1 км/ч;82.4° истина;20.03.2026 14:44;N55.12093° E59.70866°;
335;430 м;1 м;0:01:19;0.0 км/ч;43.7° истина;20.03.2026 14:45;N55.12093° E59.70869°;
336;432 м;1 м;0:01:15;0.1 км/ч;95.5° истина;20.03.2026 14:47;N55.12094° E59.70870°;
337;434 м;1 м;0:01:30;0.1 км/ч;155.3° истина;20.03.2026 14:48;N55.12094° E59.70872°;
338;436 м;2 м;0:01:24;0.1 км/ч;290.6° истина;20.03.2026 14:49;N55.12093° E59.70873°;
339;434 м;1 м;0:01:26;0.0 км/ч;107.7° истина;20.03.2026 14:51;N55.12093° E59.70870°;
340;434 м;0 м;0:01:17;0.0 км/ч;208.0° истина;20.03.2026 14:52;N55.12093° E59.70871°;
341;434 м;1 м;0:01:21;0.1 км/ч;289.9° истина;20.03.2026 14:53;N55.12093° E59.70870°;
342;434 м;2 м;0:00:44;0.2 км/ч;49.8° истина;20.03.2026 14:55;N55.12093° E59.70868°;
343;435 м;0 м;0:00:34;0.0 км/ч;358.0° истина;20.03.2026 14:55;N55.12095° E59.70871°;
344;434 м;3 м;0:00:11;1.1 км/ч;318.3° истина;20.03.2026 14:56;N55.12095° E59.70871°;
345;434 м;30 м;0:00:09;12 км/ч;32.3° истина;20.03.2026 14:56;N55.12097° E59.70868°;
346;433 м;10 м;0:00:03;12 км/ч;61.5° истина;20.03.2026 14:56;N55.12120° E59.70893°;
347;433 м;13 м;0:00:04;12 км/ч;106.2° истина;20.03.2026 14:56;N55.12124° E59.70907°;
348;432 м;70 м;0:00:11;23 км/ч;119.0° истина;20.03.2026 14:56;N55.12121° E59.70927°;
349;432 м;118 м;0:00:14;30 км/ч;116.7° истина;20.03.2026 14:57;N55.12091° E59.71023°;
350;435 м;139 м;0:00:17;29 км/ч;116.9° истина;20.03.2026 14:57;N55.12043° E59.71189°;
351;442 м;37 м;0:00:10;13 км/ч;128.9° истина;20.03.2026 14:57;N55.11986° E59.71383°;
352;443 м;44 м;0:00:08;20 км/ч;203.2° истина;20.03.2026 14:57;N55.11966° E59.71428°;
353;445 м;122 м;0:00:13;34 км/ч;202.0° истина;20.03.2026 14:57;N55.11930° E59.71401°;
354;448 м;142 м;0:00:15;34 км/ч;205.8° истина;20.03.2026 14:58;N55.11828° E59.71330°;
355;452 м;98 м;0:00:12;29 км/ч;219.3° истина;20.03.2026 14:58;N55.11713° E59.71233°;
356;454 м;12 м;0:00:08;5 км/ч;224.9° истина;20.03.2026 14:58;N55.11645° E59.71135°;
357;452 м;25 м;0:00:20;5 км/ч;217.4° истина;20.03.2026 14:58;N55.11637° E59.71122°;
358;455 м;91 м;0:00:10;33 км/ч;216.0° истина;20.03.2026 14:59;N55.11619° E59.71097°;
359;456 м;125 м;0:00:14;32 км/ч;216.8° истина;20.03.2026 14:59;N55.11553° E59.71013°;
360;452 м;6 м;0:00:01;22 км/ч;218.4° истина;20.03.2026 14:59;N55.11463° E59.70896°;
361;451 м;32 м;0:00:08;14 км/ч;157.7° истина;20.03.2026 14:59;N55.11459° E59.70890°;
362;443 м;95 м;0:00:10;34 км/ч;111.9° истина;20.03.2026 14:59;N55.11432° E59.70909°;
363;445 м;116 м;0:00:12;35 км/ч;110.9° истина;20.03.2026 14:59;N55.11400° E59.71048°;
364;449 м;41 м;0:00:10;15 км/ч;87.6° истина;20.03.2026 15:00;N55.11363° E59.71219°;
365;452 м;79 м;0:00:11;26 км/ч;77.3° истина;20.03.2026 15:00;N55.11365° E59.71284°;
366;454 м;121 м;0:00:14;31 км/ч;75.7° истина;20.03.2026 15:00;N55.11380° E59.71405°;
367;459 м;176 м;0:00:17;37 км/ч;76.1° истина;20.03.2026 15:00;N55.11407° E59.71589°;
368;470 м;166 м;0:00:16;37 км/ч;78.9° истина;20.03.2026 15:00;N55.11445° E59.71857°;
369;482 м;177 м;0:00:17;37 км/ч;77.9° истина;20.03.2026 15:01;N55.11474° E59.72112°;
370;490 м;208 м;0:00:20;38 км/ч;77.6° истина;20.03.2026 15:01;N55.11507° E59.72384°;
371;503 м;196 м;0:00:19;37 км/ч;78.2° истина;20.03.2026 15:01;N55.11547° E59.72704°;
372;517 м;322 м;0:00:31;37 км/ч;78.1° истина;20.03.2026 15:02;N55.11583° E59.73006°;
373;538 м;185 м;0:00:14;48 км/ч;79.0° истина;20.03.2026 15:02;N55.11643° E59.73500°;
374;545 м;215 м;0:00:14;55 км/ч;78.4° истина;20.03.2026 15:02;N55.11675° E59.73785°;
375;557 м;283 м;0:00:18;57 км/ч;77.5° истина;20.03.2026 15:03;N55.11714° E59.74116°;
376;580 м;236 м;0:00:14;61 км/ч;78.0° истина;20.03.2026 15:03;N55.11769° E59.74551°;
377;593 м;295 м;0:00:16;66 км/ч;78.2° истина;20.03.2026 15:03;N55.11813° E59.74913°;
378;605 м;259 м;0:00:14;67 км/ч;77.7° истина;20.03.2026 15:03;N55.11867° E59.75368°;
379;617 м;224 м;0:00:12;67 км/ч;72.5° истина;20.03.2026 15:04;N55.11917° E59.75766°;
380;622 м;283 м;0:00:15;68 км/ч;67.7° истина;20.03.2026 15:04;N55.11977° E59.76101°;
381;620 м;339 м;0:00:17;72 км/ч;67.4° истина;20.03.2026 15:04;N55.12074° E59.76513°;
382;614 м;269 м;0:00:13;74 км/ч;67.8° истина;20.03.2026 15:04;N55.12191° E59.77004°;
383;618 м;255 м;0:00:12;77 км/ч;69.8° истина;20.03.2026 15:05;N55.12282° E59.77395°;
384;621 м;171 м;0:00:08;77 км/ч;88.4° истина;20.03.2026 15:05;N55.12361° E59.77771°;
385;618 м;278 м;0:00:13;77 км/ч;95.2° истина;20.03.2026 15:05;N55.12365° E59.78039°;
386;613 м;340 м;0:00:16;76 км/ч;97.3° истина;20.03.2026 15:05;N55.12343° E59.78474°;
387;611 м;320 м;0:00:15;77 км/ч;101.6° истина;20.03.2026 15:05;N55.12304° E59.79003°;
388;597 м;297 м;0:00:14;76 км/ч;102.4° истина;20.03.2026 15:06;N55.12246° E59.79495°;
389;591 м;318 м;0:00:15;76 км/ч;99.2° истина;20.03.2026 15:06;N55.12189° E59.79951°;
390;586 м;332 м;0:00:16;75 км/ч;95.3° истина;20.03.2026 15:06;N55.12143° E59.80444°;
391;588 м;259 м;0:00:14;67 км/ч;95.6° истина;20.03.2026 15:06;N55.12115° E59.80963°;
392;583 м;226 м;0:00:13;62 км/ч;95.1° истина;20.03.2026 15:07;N55.12093° E59.81368°;
393;575 м;115 м;0:00:09;46 км/ч;94.3° истина;20.03.2026 15:07;N55.12075° E59.81721°;
394;574 м;50 м;0:00:08;22 км/ч;96.8° истина;20.03.2026 15:07;N55.12067° E59.81901°;
395;573 м;102 м;0:00:08;46 км/ч;96.3° истина;20.03.2026 15:07;N55.12062° E59.81979°;
396;570 м;236 м;0:00:15;57 км/ч;100.6° истина;20.03.2026 15:07;N55.12052° E59.82138°;
397;558 м;254 м;0:00:14;65 км/ч;102.8° истина;20.03.2026 15:08;N55.12013° E59.82503°;
398;537 м;336 м;0:00:16;76 км/ч;102.9° истина;20.03.2026 15:08;N55.11962° E59.82891°;
399;514 м;284 м;0:00:12;85 км/ч;103.5° истина;20.03.2026 15:08;N55.11895° E59.83406°;
400;496 м;229 м;0:00:10;82 км/ч;103.4° истина;20.03.2026 15:08;N55.11835° E59.83841°;
401;504 м;208 м;0:00:10;75 км/ч;98.7° истина;20.03.2026 15:08;N55.11788° E59.84191°;
402;508 м;234 м;0:00:11;77 км/ч;86.1° истина;20.03.2026 15:09;N55.11759° E59.84514°;
403;514 м;275 м;0:00:13;76 км/ч;76.8° истина;20.03.2026 15:09;N55.11774° E59.84882°;
404;518 м;275 м;0:00:13;76 км/ч;78.5° истина;20.03.2026 15:09;N55.11830° E59.85303°;
405;524 м;43 м;0:00:02;78 км/ч;96.7° истина;20.03.2026 15:09;N55.11880° E59.85727°;
406;525 м;192 м;0:00:09;77 км/ч;115.8° истина;20.03.2026 15:09;N55.11875° E59.85794°;
407;525 м;319 м;0:00:15;77 км/ч;119.6° истина;20.03.2026 15:09;N55.11800° E59.86066°;
408;529 м;362 м;0:00:17;77 км/ч;119.8° истина;20.03.2026 15:10;N55.11658° E59.86502°;
409;529 м;341 м;0:00:16;77 км/ч;119.5° истина;20.03.2026 15:10;N55.11496° E59.86995°;
410;526 м;340 м;0:00:16;76 км/ч;119.2° истина;20.03.2026 15:10;N55.11345° E59.87461°;
411;524 м;384 м;0:00:18;77 км/ч;119.6° истина;20.03.2026 15:10;N55.11197° E59.87927°;
412;526 м;256 м;0:00:12;77 км/ч;125.7° истина;20.03.2026 15:11;N55.11027° E59.88451°;
413;527 м;255 м;0:00:12;76 км/ч;132.5° истина;20.03.2026 15:11;N55.10893° E59.88777°;
414;530 м;274 м;0:00:13;76 км/ч;134.8° истина;20.03.2026 15:11;N55.10738° E59.89072°;
415;536 м;290 м;0:00:14;75 км/ч;134.8° истина;20.03.2026 15:11;N55.10565° E59.89378°;
416;536 м;188 м;0:00:10;68 км/ч;125.2° истина;20.03.2026 15:12;N55.10381° E59.89701°;
417;536 м;143 м;0:00:07;74 км/ч;102.1° истина;20.03.2026 15:12;N55.10284° E59.89942°;
418;535 м;170 м;0:00:08;77 км/ч;86.2° истина;20.03.2026 15:12;N55.10257° E59.90162°;
419;537 м;304 м;0:00:14;78 км/ч;84.4° истина;20.03.2026 15:12;N55.10267° E59.90429°;
420;532 м;273 м;0:00:12;82 км/ч;83.7° истина;20.03.2026 15:12;N55.10293° E59.90904°;
421;520 м;277 м;0:00:12;83 км/ч;85.1° истина;20.03.2026 15:12;N55.10320° E59.91330°;
422;512 м;241 м;0:00:11;79 км/ч;85.1° истина;20.03.2026 15:13;N55.10342° E59.91763°;
423;499 м;245 м;0:00:12;74 км/ч;83.3° истина;20.03.2026 15:13;N55.10360° E59.92140°;
424;497 м;134 м;0:00:07;69 км/ч;58.0° истина;20.03.2026 15:13;N55.10386° E59.92522°;
425;487 м;125 м;0:00:06;75 км/ч;31.3° истина;20.03.2026 15:13;N55.10450° E59.92700°;
426;480 м;193 м;0:00:09;77 км/ч;24.1° истина;20.03.2026 15:13;N55.10546° E59.92802°;
427;471 м;146 м;0:00:07;75 км/ч;46.7° истина;20.03.2026 15:13;N55.10704° E59.92926°;
428;464 м;282 м;0:00:13;78 км/ч;55.2° истина;20.03.2026 15:13;N55.10794° E59.93092°;
429;447 м;227 м;0:00:10;82 км/ч;66.0° истина;20.03.2026 15:14;N55.10938° E59.93456°;
430;428 м;335 м;0:00:14;86 км/ч;67.9° истина;20.03.2026 15:14;N55.11022° E59.93782°;
431;398 м;328 м;0:00:14;84 км/ч;67.6° истина;20.03.2026 15:14;N55.11135° E59.94269°;
432;391 м;233 м;0:00:11;76 км/ч;74.9° истина;20.03.2026 15:14;N55.11247° E59.94745°;
433;395 м;253 м;0:00:12;76 км/ч;91.3° истина;20.03.2026 15:15;N55.11302° E59.95098°;
434;398 м;206 м;0:00:10;74 км/ч;91.1° истина;20.03.2026 15:15;N55.11297° E59.95495°;
435;406 м;271 м;0:00:13;75 км/ч;93.0° истина;20.03.2026 15:15;N55.11293° E59.95819°;
436;427 м;64 м;0:00:03;77 км/ч;99.2° истина;20.03.2026 15:15;N55.11280° E59.96243°;
437;431 м;108 м;0:00:05;78 км/ч;120.0° истина;20.03.2026 15:15;N55.11271° E59.96343°;
438;441 м;259 м;0:00:12;78 км/ч;136.2° истина;20.03.2026 15:15;N55.11222° E59.96490°;
439;458 м;106 м;0:00:05;76 км/ч;144.2° истина;20.03.2026 15:15;N55.11055° E59.96771°;
440;467 м;77 м;0:00:04;69 км/ч;165.9° истина;20.03.2026 15:16;N55.10977° E59.96868°;
441;472 м;161 м;0:00:08;72 км/ч;172.5° истина;20.03.2026 15:16;N55.10911° E59.96897°;
442;481 м;170 м;0:00:08;76 км/ч;141.4° истина;20.03.2026 15:16;N55.10767° E59.96931°;
443;485 м;295 м;0:00:14;76 км/ч;129.0° истина;20.03.2026 15:16;N55.10648° E59.97097°;
444;495 м;296 м;0:00:14;76 км/ч;129.3° истина;20.03.2026 15:16;N55.10482° E59.97456°;
445;497 м;255 м;0:00:12;77 км/ч;126.6° истина;20.03.2026 15:16;N55.10313° E59.97816°;
446;498 м;148 м;0:00:07;76 км/ч;105.7° истина;20.03.2026 15:17;N55.10176° E59.98138°;
447;494 м;224 м;0:00:10;80 км/ч;90.1° истина;20.03.2026 15:17;N55.10140° E59.98362°;
448;481 м;286 м;0:00:12;86 км/ч;83.8° истина;20.03.2026 15:17;N55.10140° E59.98713°;
449;459 м;244 м;0:00:10;88 км/ч;91.7° истина;20.03.2026 15:17;N55.10168° E59.99160°;
450;440 м;236 м;0:00:10;85 км/ч;105.5° истина;20.03.2026 15:17;N55.10161° E59.99543°;
451;420 м;198 м;0:00:09;79 км/ч;95.6° истина;20.03.2026 15:17;N55.10105° E59.99901°;
452;407 м;200 м;0:00:09;80 км/ч;80.3° истина;20.03.2026 15:17;N55.10087° E60.00210°;
453;407 м;169 м;0:00:08;76 км/ч;64.4° истина;20.03.2026 15:18;N55.10118° E60.00519°;
454;406 м;213 м;0:00:10;77 км/ч;54.9° истина;20.03.2026 15:18;N55.10183° E60.00759°;
455;401 м;298 м;0:00:14;77 км/ч;53.8° истина;20.03.2026 15:18;N55.10294° E60.01033°;
456;395 м;302 м;0:00:14;78 км/ч;52.9° истина;20.03.2026 15:18;N55.10452° E60.01411°;
457;384 м;257 м;0:00:12;77 км/ч;56.7° истина;20.03.2026 15:18;N55.10615° E60.01789°;
458;381 м;318 м;0:00:15;76 км/ч;61.4° истина;20.03.2026 15:19;N55.10741° E60.02126°;
459;381 м;253 м;0:00:12;76 км/ч;66.8° истина;20.03.2026 15:19;N55.10878° E60.02564°;
460;383 м;276 м;0:00:13;76 км/ч;74.9° истина;20.03.2026 15:19;N55.10968° E60.02929°;
461;391 м;298 м;0:00:14;77 км/ч;75.9° истина;20.03.2026 15:19;N55.11032° E60.03347°;
462;392 м;296 м;0:00:14;76 км/ч;76.6° истина;20.03.2026 15:19;N55.11098° E60.03802°;
463;390 м;254 м;0:00:12;76 км/ч;77.4° истина;20.03.2026 15:20;N55.11159° E60.04254°;
464;393 м;295 м;0:00:14;76 км/ч;73.2° истина;20.03.2026 15:20;N55.11209° E60.04644°;
465;402 м;256 м;0:00:12;77 км/ч;69.7° истина;20.03.2026 15:20;N55.11286° E60.05088°;
466;404 м;278 м;0:00:13;77 км/ч;68.9° истина;20.03.2026 15:20;N55.11366° E60.05464°;
467;402 м;277 м;0:00:13;77 км/ч;69.6° истина;20.03.2026 15:21;N55.11455° E60.05871°;
468;400 м;236 м;0:00:11;77 км/ч;69.3° истина;20.03.2026 15:21;N55.11542° E60.06280°;
469;390 м;190 м;0:00:09;76 км/ч;54.6° истина;20.03.2026 15:21;N55.11617° E60.06626°;
470;376 м;236 м;0:00:11;77 км/ч;52.3° истина;20.03.2026 15:21;N55.11716° E60.06870°;
471;366 м;191 м;0:00:09;76 км/ч;68.3° истина;20.03.2026 15:21;N55.11845° E60.07163°;
472;363 м;169 м;0:00:08;76 км/ч;85.4° истина;20.03.2026 15:21;N55.11909° E60.07442°;
473;362 м;213 м;0:00:10;77 км/ч;101.4° истина;20.03.2026 15:22;N55.11921° E60.07706°;
474;354 м;257 м;0:00:12;77 км/ч;105.6° истина;20.03.2026 15:22;N55.11883° E60.08035°;
475;344 м;278 м;0:00:13;77 км/ч;104.5° истина;20.03.2026 15:22;N55.11821° E60.08424°;
476;336 м;320 м;0:00:15;77 км/ч;104.6° истина;20.03.2026 15:22;N55.11759° E60.08847°;
477;325 м;210 м;0:00:10;76 км/ч;97.7° истина;20.03.2026 15:22;N55.11686° E60.09333°;
478;321 м;254 м;0:00:12;76 км/ч;83.2° истина;20.03.2026 15:23;N55.11661° E60.09660°;
479;329 м;234 м;0:00:11;76 км/ч;73.4° истина;20.03.2026 15:23;N55.11688° E60.10056°;
480;333 м;257 м;0:00:12;77 км/ч;70.5° истина;20.03.2026 15:23;N55.11748° E60.10408°;
481;336 м;192 м;0:00:09;77 км/ч;55.3° истина;20.03.2026 15:23;N55.11825° E60.10788°;
482;332 м;167 м;0:00:08;75 км/ч;40.7° истина;20.03.2026 15:23;N55.11923° E60.11037°;
483;332 м;259 м;0:00:12;78 км/ч;27.7° истина;20.03.2026 15:23;N55.12037° E60.11208°;
484;332 м;297 м;0:00:14;76 км/ч;26.4° истина;20.03.2026 15:24;N55.12243° E60.11397°;
485;338 м;216 м;0:00:10;78 км/ч;13.1° истина;20.03.2026 15:24;N55.12482° E60.11605°;
486;341 м;318 м;0:00:15;76 км/ч;6.7° истина;20.03.2026 15:24;N55.12671° E60.11681°;
487;344 м;300 м;0:00:14;77 км/ч;2.9° истина;20.03.2026 15:24;N55.12955° E60.11739°;
488;351 м;232 м;0:00:11;76 км/ч;0.6° истина;20.03.2026 15:25;N55.13225° E60.11763°;
489;354 м;289 м;0:00:15;69 км/ч;0.6° истина;20.03.2026 15:25;N55.13433° E60.11767°;
490;348 м;37 м;0:00:02;66 км/ч;5.6° истина;20.03.2026 15:25;N55.13692° E60.11772°;
491;347 м;105 м;0:00:06;63 км/ч;24.0° истина;20.03.2026 15:25;N55.13725° E60.11778°;
492;341 м;294 м;0:00:18;59 км/ч;41.2° истина;20.03.2026 15:25;N55.13811° E60.11845°;
493;332 м;252 м;0:00:16;57 км/ч;40.7° истина;20.03.2026 15:25;N55.14010° E60.12149°;
494;328 м;237 м;0:00:15;57 км/ч;40.9° истина;20.03.2026 15:26;N55.14182° E60.12408°;
495;325 м;124 м;0:00:08;56 км/ч;60.4° истина;20.03.2026 15:26;N55.14343° E60.12652°;
496;322 м;80 м;0:00:05;57 км/ч;83.6° истина;20.03.2026 15:26;N55.14398° E60.12822°;
497;321 м;164 м;0:00:11;54 км/ч;103.2° истина;20.03.2026 15:26;N55.14406° E60.12947°;
498;317 м;200 м;0:00:15;48 км/ч;104.2° истина;20.03.2026 15:26;N55.14372° E60.13197°;
499;317 м;236 м;0:00:18;47 км/ч;106.3° истина;20.03.2026 15:27;N55.14328° E60.13502°;
500;316 м;213 м;0:00:16;48 км/ч;116.0° истина;20.03.2026 15:27;N55.14268° E60.13858°;
501;316 м;96 м;0:00:08;43 км/ч;116.6° истина;20.03.2026 15:27;N55.14185° E60.14159°;
502;318 м;36 м;0:00:06;22 км/ч;71.7° истина;20.03.2026 15:27;N55.14146° E60.14294°;
