Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed,Leg course.1,Leg course.2,Time,Position
1,228,m,2,m,0:00:45,0.1 km/h,326.7,ИСТИНА,12/10/2022 16:13,N56° 47.917' E60° 37.173'
3,160,m,19,m,0:05:38,0.2 km/h,118.2,ИСТИНА,12/25/2022 5:45,N55° 58.658' E37° 24.751'
4,196,m,1,m,0:10:34,0.0 km/h,298.1,ИСТИНА,12/25/2022 5:51,N55° 58.654' E37° 24.767'
5,197,m,23,m,0:03:17,0.4 km/h,194.5,ИСТИНА,12/25/2022 6:02,N55° 58.654' E37° 24.765'
6,197,m,154,m,0:23:21,0.4 km/h,117.2,ИСТИНА,12/25/2022 6:05,N55° 58.642' E37° 24.760'
7,196,m,48,m,0:00:21,8 km/h,107.7,ИСТИНА,12/25/2022 6:28,N55° 58.604' E37° 24.892'
8,196,m,25,m,0:00:09,10 km/h,142.6,ИСТИНА,12/25/2022 6:29,N55° 58.596' E37° 24.936'
9,196,m,68,m,0:00:27,9 km/h,131.3,ИСТИНА,12/25/2022 6:29,N55° 58.585' E37° 24.950'
10,195,m,87,m,0:00:22,14 km/h,89.1,ИСТИНА,12/25/2022 6:29,N55° 58.561' E37° 25.000'
11,194,m,59,m,0:00:10,21 km/h,78.6,ИСТИНА,12/25/2022 6:30,N55° 58.562' E37° 25.084'
12,194,m,162,m,0:00:18,32 km/h,63.9,ИСТИНА,12/25/2022 6:30,N55° 58.568' E37° 25.139'
13,193,m,155,m,0:00:16,35 km/h,75,ИСТИНА,12/25/2022 6:30,N55° 58.607' E37° 25.280'
14,193,m,198,m,0:00:17,42 km/h,77.5,ИСТИНА,12/25/2022 6:30,N55° 58.628' E37° 25.424'
15,192,m,260,m,0:00:22,43 km/h,73.8,ИСТИНА,12/25/2022 6:31,N55° 58.651' E37° 25.610'
16,191,m,224,m,0:00:20,40 km/h,76,ИСТИНА,12/25/2022 6:31,N55° 58.690' E37° 25.851'
17,191,m,173,m,0:00:17,37 km/h,73.3,ИСТИНА,12/25/2022 6:31,N55° 58.720' E37° 26.060'
18,191,m,127,m,0:00:16,29 km/h,74.2,ИСТИНА,12/25/2022 6:32,N55° 58.746' E37° 26.220'
19,191,m,61,m,0:00:13,17 km/h,77.1,ИСТИНА,12/25/2022 6:32,N55° 58.765' E37° 26.337'
20,192,m,35,m,0:00:12,11 km/h,137.9,ИСТИНА,12/25/2022 6:32,N55° 58.772' E37° 26.394'
21,193,m,65,m,0:00:18,13 km/h,165,ИСТИНА,12/25/2022 6:32,N55° 58.758' E37° 26.417'
22,192,m,62,m,0:00:15,15 km/h,177.4,ИСТИНА,12/25/2022 6:32,N55° 58.724' E37° 26.433'
23,192,m,65,m,0:00:12,20 km/h,214.8,ИСТИНА,12/25/2022 6:33,N55° 58.691' E37° 26.436'
24,190,m,22,m,0:00:04,20 km/h,250.8,ИСТИНА,12/25/2022 6:33,N55° 58.662' E37° 26.400'
25,190,m,101,m,0:00:13,28 km/h,256.8,ИСТИНА,12/25/2022 6:33,N55° 58.658' E37° 26.380'
26,191,m,125,m,0:00:08,56 km/h,257.5,ИСТИНА,12/25/2022 6:33,N55° 58.646' E37° 26.285'
27,191,m,182,m,0:00:06,109 km/h,256.4,ИСТИНА,12/25/2022 6:33,N55° 58.631' E37° 26.168'
28,190,m,237,m,0:00:05,171 km/h,255.1,ИСТИНА,12/25/2022 6:33,N55° 58.608' E37° 25.997'
29,189,m,335,m,0:00:06,201 km/h,255.2,ИСТИНА,12/25/2022 6:34,N55° 58.575' E37° 25.776'
30,188,m,381,m,0:00:05,275 km/h,252.5,ИСТИНА,12/25/2022 6:34,N55° 58.529' E37° 25.464'
31,189,m,353,m,0:00:04,318 km/h,255.4,ИСТИНА,12/25/2022 6:34,N55° 58.467' E37° 25.114'
32,191,m,549,m,0:00:06,329 km/h,255.5,ИСТИНА,12/25/2022 6:34,N55° 58.419' E37° 24.784'
33,191,m,605,m,0:00:06,363 km/h,254.1,ИСТИНА,12/25/2022 6:34,N55° 58.345' E37° 24.273'
34,202,m,710,m,0:00:07,365 km/h,250.9,ИСТИНА,12/25/2022 6:34,N55° 58.256' E37° 23.712'
35,258,m,1,km,0:00:10,370 km/h,252.1,ИСТИНА,12/25/2022 6:34,N55° 58.131' E37° 23.066'
36,472,m,1.2,km,0:00:12,364 km/h,249.9,ИСТИНА,12/25/2022 6:34,N55° 57.961' E37° 22.124'
37,677,m,1.3,km,0:00:13,367 km/h,251.7,ИСТИНА,12/25/2022 6:34,N55° 57.735' E37° 21.026'
38,818,m,1.3,km,0:00:13,369 km/h,253.4,ИСТИНА,12/25/2022 6:35,N55° 57.511' E37° 19.813'
39,914,m,1,km,0:00:10,372 km/h,254.6,ИСТИНА,12/25/2022 6:35,N55° 57.306' E37° 18.584'
40,1003,m,1.5,km,0:00:14,378 km/h,254.6,ИСТИНА,12/25/2022 6:35,N55° 57.158' E37° 17.624'
41,1119,m,1.4,km,0:00:13,388 km/h,254.4,ИСТИНА,12/25/2022 6:35,N55° 56.948' E37° 16.262'
42,1211,m,1.1,km,0:00:10,410 km/h,255.7,ИСТИНА,12/25/2022 6:36,N55° 56.745' E37° 14.964'
43,1274,m,1.4,km,0:00:12,421 km/h,255.5,ИСТИНА,12/25/2022 6:36,N55° 56.594' E37° 13.903'
44,1384,m,1.1,km,0:00:09,437 km/h,256.2,ИСТИНА,12/25/2022 6:36,N55° 56.404' E37° 12.595'
45,1433,m,1.3,km,0:00:10,453 km/h,254.9,ИСТИНА,12/25/2022 6:36,N55° 56.264' E37° 11.573'
46,1485,m,1.4,km,0:00:11,467 km/h,255.1,ИСТИНА,12/25/2022 6:36,N55° 56.087' E37° 10.403'
47,1543,m,1.1,km,0:00:08,485 km/h,256.7,ИСТИНА,12/25/2022 6:36,N55° 55.889' E37° 09.075'
48,1568,m,1.5,km,0:00:11,503 km/h,256.6,ИСТИНА,12/25/2022 6:37,N55° 55.755' E37° 08.067'
49,1614,m,1.4,km,0:00:10,512 km/h,255.7,ИСТИНА,12/25/2022 6:37,N55° 55.563' E37° 06.628'
50,1708,m,1.4,km,0:00:10,508 km/h,253.4,ИСТИНА,12/25/2022 6:37,N55° 55.373' E37° 05.302'
51,1831,m,1.2,km,0:00:08,519 km/h,255.7,ИСТИНА,12/25/2022 6:37,N55° 55.155' E37° 04.002'
52,1897,m,736,m,0:00:05,530 km/h,259.6,ИСТИНА,12/25/2022 6:37,N55° 55.001' E37° 02.927'
53,1936,m,11.1,km,0:01:20,498 km/h,316.8,ИСТИНА,12/25/2022 6:37,N55° 54.930' E37° 02.230'
54,3575,m,1.6,km,0:00:13,449 km/h,348.9,ИСТИНА,12/25/2022 6:39,N55° 59.273' E36° 54.927'
55,4562,m,232,m,0:00:02,418 km/h,346.5,ИСТИНА,12/25/2022 6:39,N56° 00.131' E36° 54.625'
56,4638,m,109,m,0:00:01,392 km/h,343,ИСТИНА,12/25/2022 6:39,N56° 00.252' E36° 54.573'
57,4870,m,438,m,0:00:04,394 km/h,2.1,ИСТИНА,12/25/2022 6:39,N56° 00.309' E36° 54.542'
58,5003,m,347,km,0:25:34,815 km/h,3.4,ИСТИНА,12/25/2022 6:39,N56° 00.544' E36° 54.557'
59,9007,m,2.4,km,0:00:10,865 km/h,348.8,ИСТИНА,12/25/2022 7:04,N59° 07.244' E37° 16.187'
60,8981,m,2.6,km,0:00:11,856 km/h,348.1,ИСТИНА,12/25/2022 7:05,N59° 08.514' E37° 15.694'
61,8988,m,3.1,km,0:00:13,859 km/h,348.3,ИСТИНА,12/25/2022 7:05,N59° 09.894' E37° 15.129'
62,8992,m,4.1,km,0:00:17,859 km/h,348.4,ИСТИНА,12/25/2022 7:05,N59° 11.531' E37° 14.464'
63,8995,m,3.3,km,0:00:14,861 km/h,348.4,ИСТИНА,12/25/2022 7:05,N59° 13.673' E37° 13.603'
64,8988,m,3.6,km,0:00:15,862 km/h,348.3,ИСТИНА,12/25/2022 7:06,N59° 15.442' E37° 12.895'
65,8986,m,3.4,km,0:00:14,863 km/h,348.2,ИСТИНА,12/25/2022 7:06,N59° 17.338' E37° 12.126'
66,8992,m,3.8,km,0:00:16,865 km/h,348.3,ИСТИНА,12/25/2022 7:06,N59° 19.109' E37° 11.400'
67,8993,m,2.9,km,0:00:12,865 km/h,348.4,ИСТИНА,12/25/2022 7:06,N59° 21.138' E37° 10.576'
68,8992,m,3.4,km,0:00:14,865 km/h,348.3,ИСТИНА,12/25/2022 7:07,N59° 22.660' E37° 09.963'
69,8991,m,3.1,km,0:00:13,862 km/h,348.3,ИСТИНА,12/25/2022 7:07,N59° 24.435' E37° 09.243'
70,8992,m,3.3,km,0:00:14,861 km/h,348.3,ИСТИНА,12/25/2022 7:07,N59° 26.079' E37° 08.572'
71,8993,m,3.6,km,0:00:15,859 km/h,348.3,ИСТИНА,12/25/2022 7:07,N59° 27.846' E37° 07.850'
72,8991,m,3.1,km,0:00:13,858 km/h,348.3,ИСТИНА,12/25/2022 7:07,N59° 29.736' E37° 07.081'
73,8990,m,4.1,km,0:00:17,858 km/h,348.3,ИСТИНА,12/25/2022 7:08,N59° 31.371' E37° 06.415'
74,8987,m,3.3,km,0:00:14,858 km/h,348.3,ИСТИНА,12/25/2022 7:08,N59° 33.508' E37° 05.539'
75,8981,m,3.6,km,0:00:15,858 km/h,348.1,ИСТИНА,12/25/2022 7:08,N59° 35.269' E37° 04.818'
76,8981,m,3.3,km,0:00:14,857 km/h,348.1,ИСТИНА,12/25/2022 7:08,N59° 37.155' E37° 04.035'
77,8980,m,3.6,km,0:00:15,856 km/h,348.2,ИСТИНА,12/25/2022 7:09,N59° 38.913' E37° 03.305'
78,8980,m,3.8,km,0:00:16,856 km/h,348.3,ИСТИНА,12/25/2022 7:09,N59° 40.794' E37° 02.528'
79,8973,m,3.3,km,0:00:14,854 km/h,348.3,ИСТИНА,12/25/2022 7:09,N59° 42.802' E37° 01.701'
80,8968,m,2.8,km,0:00:12,851 km/h,348.2,ИСТИНА,12/25/2022 7:09,N59° 44.554' E37° 00.981'
81,8967,m,3.1,km,0:00:13,850 km/h,348.1,ИСТИНА,12/25/2022 7:10,N59° 46.051' E37° 00.361'
82,8971,m,3.5,km,0:00:15,849 km/h,348.1,ИСТИНА,12/25/2022 7:10,N59° 47.670' E36° 59.682'
83,8973,m,3.8,km,0:00:16,847 km/h,348.2,ИСТИНА,12/25/2022 7:10,N59° 49.535' E36° 58.902'
84,8967,m,3.5,km,0:00:15,846 km/h,348.2,ИСТИНА,12/25/2022 7:10,N59° 51.523' E36° 58.075'
85,8960,m,3.5,km,0:00:15,844 km/h,348.2,ИСТИНА,12/25/2022 7:11,N59° 53.383' E36° 57.303'
86,8958,m,3.5,km,0:00:15,842 km/h,348.1,ИСТИНА,12/25/2022 7:11,N59° 55.238' E36° 56.532'
87,8956,m,3.5,km,0:00:15,842 km/h,348.1,ИСТИНА,12/25/2022 7:11,N59° 57.088' E36° 55.752'
88,8956,m,4.2,km,0:00:18,841 km/h,348.1,ИСТИНА,12/25/2022 7:11,N59° 58.937' E36° 54.972'
89,8958,m,3.7,km,0:00:16,841 km/h,348.1,ИСТИНА,12/25/2022 7:12,N60° 01.155' E36° 54.034'
90,8956,m,3.5,km,0:00:15,842 km/h,348,ИСТИНА,12/25/2022 7:12,N60° 03.126' E36° 53.201'
91,8955,m,3.3,km,0:00:14,842 km/h,348,ИСТИНА,12/25/2022 7:12,N60° 04.976' E36° 52.412'
92,8952,m,3.3,km,0:00:14,844 km/h,348.1,ИСТИНА,12/25/2022 7:12,N60° 06.703' E36° 51.677'
93,8952,m,3.5,km,0:00:15,845 km/h,348.1,ИСТИНА,12/25/2022 7:13,N60° 08.433' E36° 50.946'
94,8951,m,3.5,km,0:00:15,849 km/h,348,ИСТИНА,12/25/2022 7:13,N60° 10.290' E36° 50.155'
95,8949,m,3.3,km,0:00:14,851 km/h,348,ИСТИНА,12/25/2022 7:13,N60° 12.154' E36° 49.361'
96,8950,m,3.8,km,0:00:16,851 km/h,348,ИСТИНА,12/25/2022 7:13,N60° 13.899' E36° 48.612'
97,8945,m,3.3,km,0:00:14,851 km/h,347.9,ИСТИНА,12/25/2022 7:14,N60° 15.892' E36° 47.757'
98,8944,m,3.1,km,0:00:13,852 km/h,348,ИСТИНА,12/25/2022 7:14,N60° 17.637' E36° 47.004'
99,8940,m,2.4,km,0:00:10,853 km/h,348,ИСТИНА,12/25/2022 7:14,N60° 19.259' E36° 46.310'
100,8944,m,2.4,km,0:00:10,853 km/h,347.8,ИСТИНА,12/25/2022 7:14,N60° 20.508' E36° 45.774'
101,8950,m,2.6,km,0:00:11,858 km/h,348,ИСТИНА,12/25/2022 7:14,N60° 21.756' E36° 45.228'
102,8950,m,2.6,km,0:00:11,860 km/h,348.1,ИСТИНА,12/25/2022 7:15,N60° 23.139' E36° 44.635'
103,8940,m,2.6,km,0:00:11,860 km/h,348.1,ИСТИНА,12/25/2022 7:15,N60° 24.524' E36° 44.043'
104,8927,m,2.6,km,0:00:11,856 km/h,348.2,ИСТИНА,12/25/2022 7:15,N60° 25.909' E36° 43.452'
105,8911,m,2.4,km,0:00:10,853 km/h,348,ИСТИНА,12/25/2022 7:15,N60° 27.289' E36° 42.867'
106,8920,m,2.4,km,0:00:10,852 km/h,347.9,ИСТИНА,12/25/2022 7:15,N60° 28.539' E36° 42.327'
107,8923,m,2.6,km,0:00:11,850 km/h,347.9,ИСТИНА,12/25/2022 7:15,N60° 29.786' E36° 41.782'
108,8922,m,2.4,km,0:00:10,849 km/h,348,ИСТИНА,12/25/2022 7:16,N60° 31.154' E36° 41.186'
109,8893,m,1.9,km,0:00:08,842 km/h,348,ИСТИНА,12/25/2022 7:16,N60° 32.398' E36° 40.650'
110,8840,m,2.6,km,0:00:11,843 km/h,347.7,ИСТИНА,12/25/2022 7:16,N60° 33.384' E36° 40.224'
111,8778,m,2.3,km,0:00:10,841 km/h,347.6,ИСТИНА,12/25/2022 7:16,N60° 34.741' E36° 39.623'
112,8734,m,2.6,km,0:00:11,841 km/h,347.7,ИСТИНА,12/25/2022 7:16,N60° 35.971' E36° 39.073'
113,8674,m,2.3,km,0:00:10,839 km/h,347.7,ИСТИНА,12/25/2022 7:17,N60° 37.323' E36° 38.472'
114,8614,m,2.6,km,0:00:11,837 km/h,347.9,ИСТИНА,12/25/2022 7:17,N60° 38.550' E36° 37.925'
115,8607,m,2.8,km,0:00:12,835 km/h,347.9,ИСТИНА,12/25/2022 7:17,N60° 39.899' E36° 37.336'
116,8616,m,2.1,km,0:00:09,835 km/h,347.8,ИСТИНА,12/25/2022 7:17,N60° 41.366' E36° 36.695'
117,8621,m,2.8,km,0:00:12,837 km/h,348,ИСТИНА,12/25/2022 7:17,N60° 42.466' E36° 36.209'
118,8615,m,2.6,km,0:00:11,836 km/h,347.9,ИСТИНА,12/25/2022 7:17,N60° 43.938' E36° 35.568'
119,8612,m,2.8,km,0:00:12,836 km/h,347.7,ИСТИНА,12/25/2022 7:18,N60° 45.285' E36° 34.978'
120,8606,m,2.3,km,0:00:10,837 km/h,347.7,ИСТИНА,12/25/2022 7:18,N60° 46.752' E36° 34.324'
121,8604,m,2.8,km,0:00:12,840 km/h,348,ИСТИНА,12/25/2022 7:18,N60° 47.976' E36° 33.779'
122,8597,m,2.3,km,0:00:10,841 km/h,347.8,ИСТИНА,12/25/2022 7:18,N60° 49.452' E36° 33.133'
123,8605,m,3,km,0:00:13,842 km/h,347.9,ИСТИНА,12/25/2022 7:18,N60° 50.682' E36° 32.587'
124,8613,m,2.1,km,0:00:09,839 km/h,347.8,ИСТИНА,12/25/2022 7:19,N60° 52.283' E36° 31.880'
125,8608,m,2.1,km,0:00:09,840 km/h,347.7,ИСТИНА,12/25/2022 7:19,N60° 53.388' E36° 31.387'
126,8596,m,2.3,km,0:00:10,842 km/h,347.7,ИСТИНА,12/25/2022 7:19,N60° 54.495' E36° 30.892'
127,8585,m,2.6,km,0:00:11,844 km/h,347.7,ИСТИНА,12/25/2022 7:19,N60° 55.727' E36° 30.341'
128,8577,m,2.6,km,0:00:11,842 km/h,347.7,ИСТИНА,12/25/2022 7:19,N60° 57.084' E36° 29.733'
129,8575,m,2.6,km,0:00:11,838 km/h,347.7,ИСТИНА,12/25/2022 7:19,N60° 58.440' E36° 29.123'
130,8559,m,2.3,km,0:00:10,840 km/h,347.7,ИСТИНА,12/25/2022 7:20,N60° 59.788' E36° 28.516'
131,8542,m,2.3,km,0:00:10,838 km/h,347.7,ИСТИНА,12/25/2022 7:20,N61° 01.017' E36° 27.964'
132,8537,m,2.1,km,0:00:09,840 km/h,347.8,ИСТИНА,12/25/2022 7:20,N61° 02.243' E36° 27.411'
133,8535,m,2.6,km,0:00:11,840 km/h,347.7,ИСТИНА,12/25/2022 7:20,N61° 03.349' E36° 26.917'
134,8546,m,2.1,km,0:00:09,843 km/h,347.5,ИСТИНА,12/25/2022 7:20,N61° 04.701' E36° 26.307'
135,8559,m,2.1,km,0:00:09,844 km/h,347.5,ИСТИНА,12/25/2022 7:20,N61° 05.810' E36° 25.800'
136,8578,m,2.6,km,0:00:11,845 km/h,347.7,ИСТИНА,12/25/2022 7:21,N61° 06.920' E36° 25.289'
137,8587,m,1.6,km,0:00:07,845 km/h,347.8,ИСТИНА,12/25/2022 7:21,N61° 08.279' E36° 24.674'
138,8587,m,2.6,km,0:00:11,845 km/h,347.8,ИСТИНА,12/25/2022 7:21,N61° 09.144' E36° 24.287'
139,8577,m,2.4,km,0:00:10,848 km/h,347.7,ИСТИНА,12/25/2022 7:21,N61° 10.505' E36° 23.676'
140,8574,m,2.6,km,0:00:11,850 km/h,347.6,ИСТИНА,12/25/2022 7:21,N61° 11.746' E36° 23.116'
141,8576,m,2.1,km,0:00:09,850 km/h,347.4,ИСТИНА,12/25/2022 7:21,N61° 13.114' E36° 22.493'
142,8577,m,2.4,km,0:00:10,851 km/h,347.5,ИСТИНА,12/25/2022 7:22,N61° 14.231' E36° 21.972'
143,8585,m,2.8,km,0:00:12,852 km/h,347.6,ИСТИНА,12/25/2022 7:22,N61° 15.474' E36° 21.397'
144,8586,m,2.6,km,0:00:11,855 km/h,347.8,ИСТИНА,12/25/2022 7:22,N61° 16.970' E36° 20.713'
145,8579,m,2.1,km,0:00:09,853 km/h,347.7,ИСТИНА,12/25/2022 7:22,N61° 18.346' E36° 20.093'
146,8583,m,2.1,km,0:00:09,851 km/h,347.6,ИСТИНА,12/25/2022 7:22,N61° 19.469' E36° 19.583'
147,8598,m,1.9,km,0:00:08,852 km/h,347.5,ИСТИНА,12/25/2022 7:22,N61° 20.589' E36° 19.068'
148,8600,m,2.1,km,0:00:09,853 km/h,347.5,ИСТИНА,12/25/2022 7:22,N61° 21.585' E36° 18.607'
149,8588,m,2.1,km,0:00:09,849 km/h,347.5,ИСТИНА,12/25/2022 7:23,N61° 22.707' E36° 18.090'
150,8586,m,1.9,km,0:00:08,855 km/h,347.7,ИСТИНА,12/25/2022 7:23,N61° 23.824' E36° 17.573'
151,8583,m,1.9,km,0:00:08,850 km/h,347.6,ИСТИНА,12/25/2022 7:23,N61° 24.825' E36° 17.118'
152,8585,m,1.9,km,0:00:08,850 km/h,348.1,ИСТИНА,12/25/2022 7:23,N61° 25.819' E36° 16.662'
153,8589,m,1.7,km,0:00:07,851 km/h,348.8,ИСТИНА,12/25/2022 7:23,N61° 26.816' E36° 16.223'
154,8589,m,1.7,km,0:00:07,855 km/h,349.4,ИСТИНА,12/25/2022 7:23,N61° 27.690' E36° 15.861'
155,8593,m,1.7,km,0:00:07,850 km/h,349.5,ИСТИНА,12/25/2022 7:23,N61° 28.571' E36° 15.515'
156,8596,m,2.4,km,0:00:10,852 km/h,349.6,ИСТИНА,12/25/2022 7:24,N61° 29.447' E36° 15.176'
157,8601,m,2.6,km,0:00:11,854 km/h,349.8,ИСТИНА,12/25/2022 7:24,N61° 30.701' E36° 14.695'
158,8587,m,1.9,km,0:00:08,846 km/h,349.2,ИСТИНА,12/25/2022 7:24,N61° 32.086' E36° 14.170'
159,8562,m,2.1,km,0:00:09,844 km/h,349.1,ИСТИНА,12/25/2022 7:24,N61° 33.081' E36° 13.772'
160,8531,m,2.3,km,0:00:10,844 km/h,349.4,ИСТИНА,12/25/2022 7:24,N61° 34.197' E36° 13.322'
161,8491,m,2.1,km,0:00:09,846 km/h,349.4,ИСТИНА,12/25/2022 7:24,N61° 35.440' E36° 12.832'
162,8469,m,2.3,km,0:00:10,845 km/h,349.3,ИСТИНА,12/25/2022 7:24,N61° 36.560' E36° 12.390'
163,8469,m,2.4,km,0:00:10,847 km/h,349.1,ИСТИНА,12/25/2022 7:25,N61° 37.803' E36° 11.894'
164,8470,m,2.4,km,0:00:10,849 km/h,348.9,ИСТИНА,12/25/2022 7:25,N61° 39.048' E36° 11.389'
165,8478,m,2.1,km,0:00:09,851 km/h,349,ИСТИНА,12/25/2022 7:25,N61° 40.296' E36° 10.874'
166,8491,m,2.6,km,0:00:11,854 km/h,349.2,ИСТИНА,12/25/2022 7:25,N61° 41.422' E36° 10.412'
167,8509,m,2.4,km,0:00:10,853 km/h,349.4,ИСТИНА,12/25/2022 7:25,N61° 42.803' E36° 09.858'
168,8527,m,14.9,km,0:01:03,854 km/h,349,ИСТИНА,12/25/2022 7:25,N61° 44.059' E36° 09.363'
169,8654,m,2.9,km,0:00:12,868 km/h,349.2,ИСТИНА,12/25/2022 7:27,N61° 51.967' E36° 06.106'
170,8762,m,2.2,km,0:00:09,866 km/h,349,ИСТИНА,12/25/2022 7:27,N61° 53.499' E36° 05.485'
171,8836,m,2.6,km,0:00:11,852 km/h,348.7,ИСТИНА,12/25/2022 7:27,N61° 54.644' E36° 05.014'
172,8853,m,2.4,km,0:00:10,864 km/h,348.9,ИСТИНА,12/25/2022 7:27,N61° 56.019' E36° 04.431'
173,8912,m,2.4,km,0:00:10,870 km/h,349.3,ИСТИНА,12/25/2022 7:27,N61° 57.288' E36° 03.901'
174,8999,m,1.9,km,0:00:08,859 km/h,348.6,ИСТИНА,12/25/2022 7:27,N61° 58.567' E36° 03.385'
175,9044,m,2.6,km,0:00:11,853 km/h,348.5,ИСТИНА,12/25/2022 7:28,N61° 59.575' E36° 02.953'
176,9081,m,8.4,km,0:00:36,841 km/h,348.7,ИСТИНА,12/25/2022 7:28,N62° 00.951' E36° 02.357'
177,8980,m,3,km,0:00:13,831 km/h,348.7,ИСТИНА,12/25/2022 7:28,N62° 05.395' E36° 00.462'
178,8885,m,3.3,km,0:00:14,855 km/h,348.9,ИСТИНА,12/25/2022 7:29,N62° 06.981' E35° 59.786'
179,8686,m,3.3,km,0:00:14,854 km/h,349.1,ИСТИНА,12/25/2022 7:29,N62° 08.739' E35° 59.047'
180,8621,m,3.3,km,0:00:14,855 km/h,349.1,ИСТИНА,12/25/2022 7:29,N62° 10.497' E35° 58.326'
181,8613,m,3.1,km,0:00:13,854 km/h,349.1,ИСТИНА,12/25/2022 7:29,N62° 12.256' E35° 57.600'
182,8585,m,2.6,km,0:00:11,853 km/h,348.9,ИСТИНА,12/25/2022 7:29,N62° 13.887' E35° 56.923'
183,8576,m,2.8,km,0:00:12,854 km/h,348.8,ИСТИНА,12/25/2022 7:30,N62° 15.266' E35° 56.341'
184,8573,m,2.1,km,0:00:09,855 km/h,349,ИСТИНА,12/25/2022 7:30,N62° 16.771' E35° 55.703'
185,8568,m,2.9,km,0:00:12,856 km/h,348.8,ИСТИНА,12/25/2022 7:30,N62° 17.902' E35° 55.231'
186,8547,m,2.6,km,0:00:11,859 km/h,348.9,ИСТИНА,12/25/2022 7:30,N62° 19.409' E35° 54.587'
187,8550,m,3.3,km,0:00:14,857 km/h,348.7,ИСТИНА,12/25/2022 7:30,N62° 20.798' E35° 53.997'
188,8553,m,2.9,km,0:00:12,856 km/h,348.7,ИСТИНА,12/25/2022 7:31,N62° 22.560' E35° 53.238'
189,8559,m,2.8,km,0:00:12,854 km/h,348.8,ИСТИНА,12/25/2022 7:31,N62° 24.069' E35° 52.587'
190,8565,m,2.8,km,0:00:12,853 km/h,348.8,ИСТИНА,12/25/2022 7:31,N62° 25.575' E35° 51.944'
191,8562,m,2.8,km,0:00:12,853 km/h,348.9,ИСТИНА,12/25/2022 7:31,N62° 27.078' E35° 51.302'
192,8552,m,2.6,km,0:00:11,851 km/h,348.9,ИСТИНА,12/25/2022 7:31,N62° 28.582' E35° 50.662'
193,8541,m,2.6,km,0:00:11,849 km/h,348.7,ИСТИНА,12/25/2022 7:32,N62° 29.957' E35° 50.079'
194,8542,m,3.1,km,0:00:13,852 km/h,348.7,ИСТИНА,12/25/2022 7:32,N62° 31.328' E35° 49.485'
195,8542,m,2.8,km,0:00:12,850 km/h,348.9,ИСТИНА,12/25/2022 7:32,N62° 32.954' E35° 48.783'
196,8505,m,3.1,km,0:00:13,852 km/h,348.9,ИСТИНА,12/25/2022 7:32,N62° 34.454' E35° 48.146'
197,8480,m,2.8,km,0:00:12,853 km/h,348.7,ИСТИНА,12/25/2022 7:32,N62° 36.080' E35° 47.452'
198,8472,m,3.1,km,0:00:13,855 km/h,348.6,ИСТИНА,12/25/2022 7:33,N62° 37.583' E35° 46.801'
199,8484,m,3.3,km,0:00:14,854 km/h,348.4,ИСТИНА,12/25/2022 7:33,N62° 39.215' E35° 46.087'
200,8514,m,2.4,km,0:00:10,853 km/h,348.4,ИСТИНА,12/25/2022 7:33,N62° 40.968' E35° 45.303'
201,8538,m,2.8,km,0:00:12,852 km/h,348.5,ИСТИНА,12/25/2022 7:33,N62° 42.218' E35° 44.741'
202,8561,m,2.6,km,0:00:11,851 km/h,348.7,ИСТИНА,12/25/2022 7:33,N62° 43.717' E35° 44.073'
203,8562,m,3.1,km,0:00:13,851 km/h,348.7,ИСТИНА,12/25/2022 7:34,N62° 45.092' E35° 43.473'
204,8554,m,2.8,km,0:00:12,851 km/h,348.7,ИСТИНА,12/25/2022 7:34,N62° 46.716' E35° 42.763'
205,8548,m,2.6,km,0:00:11,852 km/h,348.6,ИСТИНА,12/25/2022 7:34,N62° 48.215' E35° 42.107'
206,8550,m,2.4,km,0:00:10,853 km/h,348.6,ИСТИНА,12/25/2022 7:34,N62° 49.590' E35° 41.500'
207,8553,m,2.6,km,0:00:11,853 km/h,348.5,ИСТИНА,12/25/2022 7:34,N62° 50.842' E35° 40.949'
208,8557,m,2.6,km,0:00:11,854 km/h,348.7,ИСТИНА,12/25/2022 7:35,N62° 52.218' E35° 40.334'
209,8553,m,3.1,km,0:00:13,853 km/h,348.6,ИСТИНА,12/25/2022 7:35,N62° 53.597' E35° 39.730'
210,8546,m,2.4,km,0:00:10,855 km/h,348.6,ИСТИНА,12/25/2022 7:35,N62° 55.224' E35° 39.012'
211,8546,m,2.1,km,0:00:09,855 km/h,348.7,ИСТИНА,12/25/2022 7:35,N62° 56.479' E35° 38.456'
212,8549,m,2.4,km,0:00:10,855 km/h,348.5,ИСТИНА,12/25/2022 7:35,N62° 57.609' E35° 37.958'
213,8552,m,3.1,km,0:00:13,856 km/h,348.4,ИСТИНА,12/25/2022 7:35,N62° 58.863' E35° 37.397'
214,8562,m,2.6,km,0:00:11,858 km/h,348.5,ИСТИНА,12/25/2022 7:36,N63° 00.494' E35° 36.657'
215,8564,m,2.9,km,0:00:12,857 km/h,348.7,ИСТИНА,12/25/2022 7:36,N63° 01.878' E35° 36.038'
216,8567,m,2.4,km,0:00:10,856 km/h,348.8,ИСТИНА,12/25/2022 7:36,N63° 03.388' E35° 35.371'
217,8558,m,2.6,km,0:00:11,856 km/h,348.6,ИСТИНА,12/25/2022 7:36,N63° 04.646' E35° 34.819'
