Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed,Leg course.1,Leg course.2,Time,Position
808,7895,m,2.6,km,0:00:12,772 km/h,268.9,ИСТИНА,12/25/2022 10:16,N70° 02.006' W2° 44.204'
809,7881,m,2.6,km,0:00:12,773 km/h,268.5,ИСТИНА,12/25/2022 10:16,N70° 01.978' W2° 48.266'
810,7885,m,2.8,km,0:00:13,774 km/h,268.6,ИСТИНА,12/25/2022 10:16,N70° 01.941' W2° 52.332'
811,7897,m,3.2,km,0:00:15,774 km/h,268.6,ИСТИНА,12/25/2022 10:17,N70° 01.903' W2° 56.740'
812,7913,m,1.9,km,0:00:09,776 km/h,268.5,ИСТИНА,12/25/2022 10:17,N70° 01.858' W3° 01.829'
813,7911,m,2.6,km,0:00:12,777 km/h,268.6,ИСТИНА,12/25/2022 10:17,N70° 01.830' W3° 04.889'
814,7900,m,2.6,km,0:00:12,778 km/h,268.7,ИСТИНА,12/25/2022 10:17,N70° 01.796' W3° 08.975'
815,7875,m,2.6,km,0:00:12,779 km/h,268.8,ИСТИНА,12/25/2022 10:17,N70° 01.764' W3° 13.067'
816,7872,m,2.6,km,0:00:12,782 km/h,269.2,ИСТИНА,12/25/2022 10:18,N70° 01.734' W3° 17.166'
817,7869,m,2.8,km,0:00:13,777 km/h,268.3,ИСТИНА,12/25/2022 10:18,N70° 01.712' W3° 21.277'
818,7872,m,2.8,km,0:00:13,777 km/h,268.1,ИСТИНА,12/25/2022 10:18,N70° 01.666' W3° 25.704'
819,7880,m,3,km,0:00:14,777 km/h,267.9,ИСТИНА,12/25/2022 10:18,N70° 01.614' W3° 30.131'
820,7887,m,2.4,km,0:00:11,777 km/h,267.9,ИСТИНА,12/25/2022 10:19,N70° 01.554' W3° 34.897'
821,7890,m,3,km,0:00:14,779 km/h,267.9,ИСТИНА,12/25/2022 10:19,N70° 01.507' W3° 38.643'
822,7886,m,2.6,km,0:00:12,777 km/h,267.8,ИСТИНА,12/25/2022 10:19,N70° 01.446' W3° 43.419'
823,7884,m,2.6,km,0:00:12,777 km/h,267.7,ИСТИНА,12/25/2022 10:19,N70° 01.391' W3° 47.505'
824,7886,m,2.6,km,0:00:12,779 km/h,267.8,ИСТИНА,12/25/2022 10:19,N70° 01.334' W3° 51.588'
825,7879,m,2.8,km,0:00:13,779 km/h,267.6,ИСТИНА,12/25/2022 10:20,N70° 01.278' W3° 55.680'
826,7883,m,2.8,km,0:00:13,780 km/h,267.6,ИСТИНА,12/25/2022 10:20,N70° 01.214' W4° 00.111'
827,7884,m,3,km,0:00:14,781 km/h,267.6,ИСТИНА,12/25/2022 10:20,N70° 01.150' W4° 04.551'
828,7883,m,2.4,km,0:00:11,781 km/h,267.3,ИСТИНА,12/25/2022 10:20,N70° 01.079' W4° 09.340'
829,7887,m,3,km,0:00:14,780 km/h,267.4,ИСТИНА,12/25/2022 10:20,N70° 01.019' W4° 13.098'
830,7896,m,3,km,0:00:14,780 km/h,267.4,ИСТИНА,12/25/2022 10:21,N70° 00.943' W4° 17.875'
831,7891,m,2.8,km,0:00:13,782 km/h,267.2,ИСТИНА,12/25/2022 10:21,N70° 00.867' W4° 22.655'
832,7884,m,2.6,km,0:00:12,783 km/h,267.2,ИСТИНА,12/25/2022 10:21,N70° 00.792' W4° 27.100'
833,7879,m,3.3,km,0:00:15,783 km/h,267.1,ИСТИНА,12/25/2022 10:21,N70° 00.723' W4° 31.208'
834,7881,m,2.6,km,0:00:12,784 km/h,267,ИСТИНА,12/25/2022 10:22,N70° 00.632' W4° 36.344'
835,7881,m,3.3,km,0:00:15,787 km/h,267.1,ИСТИНА,12/25/2022 10:22,N70° 00.557' W4° 40.459'
836,7868,m,3.3,km,0:00:15,789 km/h,267,ИСТИНА,12/25/2022 10:22,N70° 00.468' W4° 45.621'
837,7861,m,3.5,km,0:00:16,789 km/h,266.7,ИСТИНА,12/25/2022 10:22,N70° 00.375' W4° 50.795'
838,7866,m,2.9,km,0:00:13,790 km/h,266.6,ИСТИНА,12/25/2022 10:23,N70° 00.264' W4° 56.311'
839,7867,m,2.4,km,0:00:11,791 km/h,266.6,ИСТИНА,12/25/2022 10:23,N70° 00.173' W5° 00.800'
840,7867,m,2.9,km,0:00:13,792 km/h,266.5,ИСТИНА,12/25/2022 10:23,N70° 00.096' W5° 04.603'
841,7870,m,2.6,km,0:00:12,794 km/h,266.5,ИСТИНА,12/25/2022 10:23,N70° 00.001' W5° 09.100'
842,7868,m,3.8,km,0:00:17,794 km/h,266.4,ИСТИНА,12/25/2022 10:23,N69° 59.913' W5° 13.263'
843,7874,m,2.7,km,0:00:12,796 km/h,266.4,ИСТИНА,12/25/2022 10:24,N69° 59.784' W5° 19.161'
844,7870,m,3.3,km,0:00:15,796 km/h,266.4,ИСТИНА,12/25/2022 10:24,N69° 59.693' W5° 23.331'
845,7858,m,2.7,km,0:00:12,797 km/h,266.1,ИСТИНА,12/25/2022 10:24,N69° 59.579' W5° 28.548'
846,7856,m,2.7,km,0:00:12,797 km/h,266,ИСТИНА,12/25/2022 10:24,N69° 59.482' W5° 32.722'
847,7859,m,2.9,km,0:00:13,796 km/h,266.1,ИСТИНА,12/25/2022 10:24,N69° 59.382' W5° 36.894'
848,7858,m,2.7,km,0:00:12,797 km/h,266,ИСТИНА,12/25/2022 10:25,N69° 59.275' W5° 41.411'
849,7853,m,2.9,km,0:00:13,796 km/h,265.9,ИСТИНА,12/25/2022 10:25,N69° 59.175' W5° 45.582'
850,7859,m,3.3,km,0:00:15,796 km/h,265.7,ИСТИНА,12/25/2022 10:25,N69° 59.063' W5° 50.097'
851,7864,m,2.4,km,0:00:11,797 km/h,265.9,ИСТИНА,12/25/2022 10:25,N69° 58.929' W5° 55.305'
852,7856,m,2.9,km,0:00:13,795 km/h,265.7,ИСТИНА,12/25/2022 10:26,N69° 58.833' W5° 59.128'
853,7863,m,3.1,km,0:00:14,795 km/h,265.6,ИСТИНА,12/25/2022 10:26,N69° 58.716' W6° 03.637'
854,7877,m,2.9,km,0:00:13,796 km/h,265.5,ИСТИНА,12/25/2022 10:26,N69° 58.587' W6° 08.486'
855,7880,m,2.9,km,0:00:13,799 km/h,265.6,ИСТИНА,12/25/2022 10:26,N69° 58.466' W6° 12.994'
856,7874,m,3.3,km,0:00:15,797 km/h,265.5,ИСТИНА,12/25/2022 10:26,N69° 58.345' W6° 17.519'
857,7865,m,2.9,km,0:00:13,797 km/h,265.4,ИСТИНА,12/25/2022 10:27,N69° 58.204' W6° 22.730'
858,7865,m,2.9,km,0:00:13,797 km/h,265.4,ИСТИНА,12/25/2022 10:27,N69° 58.079' W6° 27.244'
859,7860,m,2,km,0:00:09,798 km/h,265.3,ИСТИНА,12/25/2022 10:27,N69° 57.954' W6° 31.760'
860,7855,m,2.9,km,0:00:13,798 km/h,265.1,ИСТИНА,12/25/2022 10:27,N69° 57.866' W6° 34.887'
861,7855,m,3.1,km,0:00:14,801 km/h,265,ИСТИНА,12/25/2022 10:27,N69° 57.732' W6° 39.404'
862,7855,m,2.7,km,0:00:12,802 km/h,264.9,ИСТИНА,12/25/2022 10:28,N69° 57.584' W6° 44.282'
863,7857,m,3.3,km,0:00:15,802 km/h,264.9,ИСТИНА,12/25/2022 10:28,N69° 57.454' W6° 48.468'
864,7860,m,2.4,km,0:00:11,801 km/h,264.8,ИСТИНА,12/25/2022 10:28,N69° 57.292' W6° 53.703'
865,7859,m,3.3,km,0:00:15,800 km/h,264.9,ИСТИНА,12/25/2022 10:28,N69° 57.172' W6° 57.537'
866,7856,m,2.7,km,0:00:12,802 km/h,265,ИСТИНА,12/25/2022 10:29,N69° 57.012' W7° 02.760'
867,7839,m,2.7,km,0:00:12,801 km/h,264.7,ИСТИНА,12/25/2022 10:29,N69° 56.886' W7° 06.948'
868,7838,m,2.4,km,0:00:11,802 km/h,264.5,ИСТИНА,12/25/2022 10:29,N69° 56.753' W7° 11.128'
869,7846,m,2.7,km,0:00:12,801 km/h,264.4,ИСТИНА,12/25/2022 10:29,N69° 56.625' W7° 14.959'
870,7853,m,3.1,km,0:00:14,803 km/h,264.4,ИСТИНА,12/25/2022 10:29,N69° 56.483' W7° 19.136'
871,7856,m,2.9,km,0:00:13,802 km/h,264.5,ИСТИНА,12/25/2022 10:30,N69° 56.317' W7° 24.018'
872,7848,m,2.9,km,0:00:13,803 km/h,264.4,ИСТИНА,12/25/2022 10:30,N69° 56.167' W7° 28.548'
873,7843,m,2.7,km,0:00:12,803 km/h,264.3,ИСТИНА,12/25/2022 10:30,N69° 56.014' W7° 33.081'
874,7845,m,2.2,km,0:00:10,802 km/h,264,ИСТИНА,12/25/2022 10:30,N69° 55.869' W7° 37.262'
875,7856,m,2.9,km,0:00:13,805 km/h,264,ИСТИНА,12/25/2022 10:30,N69° 55.742' W7° 40.742'
876,7857,m,2.7,km,0:00:12,806 km/h,264.2,ИСТИНА,12/25/2022 10:31,N69° 55.578' W7° 45.285'
877,7847,m,2.5,km,0:00:11,806 km/h,264.2,ИСТИНА,12/25/2022 10:31,N69° 55.431' W7° 49.481'
878,7837,m,2.9,km,0:00:13,805 km/h,264,ИСТИНА,12/25/2022 10:31,N69° 55.295' W7° 53.328'
879,7836,m,2.2,km,0:00:10,805 km/h,264,ИСТИНА,12/25/2022 10:31,N69° 55.130' W7° 57.863'
880,7835,m,2.9,km,0:00:13,806 km/h,263.7,ИСТИНА,12/25/2022 10:31,N69° 55.003' W8° 01.355'
881,7837,m,2.7,km,0:00:12,808 km/h,263.6,ИСТИНА,12/25/2022 10:32,N69° 54.830' W8° 05.897'
882,7840,m,3.1,km,0:00:14,809 km/h,263.6,ИСТИНА,12/25/2022 10:32,N69° 54.667' W8° 10.095'
883,7836,m,2.5,km,0:00:11,808 km/h,263.6,ИСТИНА,12/25/2022 10:32,N69° 54.478' W8° 14.998'
884,7841,m,3.1,km,0:00:14,808 km/h,263.6,ИСТИНА,12/25/2022 10:32,N69° 54.328' W8° 18.848'
885,7840,m,3.1,km,0:00:14,808 km/h,263.4,ИСТИНА,12/25/2022 10:32,N69° 54.138' W8° 23.747'
886,7845,m,2.2,km,0:00:10,807 km/h,263.2,ИСТИНА,12/25/2022 10:33,N69° 53.941' W8° 28.643'
887,7854,m,2.7,km,0:00:12,810 km/h,263.2,ИСТИНА,12/25/2022 10:33,N69° 53.797' W8° 32.134'
888,7861,m,2.7,km,0:00:12,810 km/h,263.3,ИСТИНА,12/25/2022 10:33,N69° 53.625' W8° 36.335'
889,7865,m,2.7,km,0:00:12,811 km/h,263,ИСТИНА,12/25/2022 10:33,N69° 53.453' W8° 40.540'
890,7869,m,3.2,km,0:00:14,813 km/h,263.2,ИСТИНА,12/25/2022 10:33,N69° 53.276' W8° 44.747'
891,7868,m,3.2,km,0:00:14,814 km/h,263.1,ИСТИНА,12/25/2022 10:34,N69° 53.074' W8° 49.668'
892,7864,m,3.2,km,0:00:14,815 km/h,263,ИСТИНА,12/25/2022 10:34,N69° 52.868' W8° 54.594'
893,7867,m,2,km,0:00:09,816 km/h,262.9,ИСТИНА,12/25/2022 10:34,N69° 52.658' W8° 59.524'
894,7862,m,3.2,km,0:00:14,816 km/h,262.8,ИСТИНА,12/25/2022 10:34,N69° 52.521' W9° 02.696'
895,7856,m,2.3,km,0:00:10,816 km/h,262.8,ИСТИНА,12/25/2022 10:35,N69° 52.307' W9° 07.628'
896,7852,m,2.5,km,0:00:11,818 km/h,262.8,ИСТИНА,12/25/2022 10:35,N69° 52.153' W9° 11.152'
897,7839,m,2.7,km,0:00:12,819 km/h,262.6,ИСТИНА,12/25/2022 10:35,N69° 51.985' W9° 15.036'
898,7836,m,2.7,km,0:00:12,819 km/h,262.5,ИСТИНА,12/25/2022 10:35,N69° 51.795' W9° 19.273'
899,7838,m,2.7,km,0:00:12,820 km/h,262.5,ИСТИНА,12/25/2022 10:35,N69° 51.603' W9° 23.511'
900,7842,m,3,km,0:00:13,818 km/h,262.4,ИСТИНА,12/25/2022 10:35,N69° 51.411' W9° 27.751'
901,7848,m,2.5,km,0:00:11,819 km/h,262.4,ИСТИНА,12/25/2022 10:36,N69° 51.198' W9° 32.335'
902,7847,m,3,km,0:00:13,821 km/h,262.4,ИСТИНА,12/25/2022 10:36,N69° 51.018' W9° 36.215'
903,7840,m,2.7,km,0:00:12,821 km/h,262.4,ИСТИНА,12/25/2022 10:36,N69° 50.806' W9° 40.812'
904,7835,m,2.7,km,0:00:12,821 km/h,262.2,ИСТИНА,12/25/2022 10:36,N69° 50.609' W9° 45.055'
905,7835,m,2.5,km,0:00:11,820 km/h,262,ИСТИНА,12/25/2022 10:36,N69° 50.407' W9° 49.294'
906,7841,m,2.5,km,0:00:11,821 km/h,262,ИСТИНА,12/25/2022 10:37,N69° 50.219' W9° 53.176'
907,7836,m,3,km,0:00:13,820 km/h,262,ИСТИНА,12/25/2022 10:37,N69° 50.030' W9° 57.060'
908,7840,m,1.8,km,0:00:08,820 km/h,261.9,ИСТИНА,12/25/2022 10:37,N69° 49.808' W10° 01.642'
909,7844,m,2.7,km,0:00:12,822 km/h,261.9,ИСТИНА,12/25/2022 10:37,N69° 49.670' W10° 04.461'
910,7842,m,3,km,0:00:13,822 km/h,261.8,ИСТИНА,12/25/2022 10:37,N69° 49.461' W10° 08.699'
911,7840,m,3.2,km,0:00:14,822 km/h,261.7,ИСТИНА,12/25/2022 10:38,N69° 49.232' W10° 13.291'
912,7843,m,2.7,km,0:00:12,822 km/h,261.5,ИСТИНА,12/25/2022 10:38,N69° 48.981' W10° 18.231'
913,7848,m,2.3,km,0:00:10,826 km/h,261.6,ИСТИНА,12/25/2022 10:38,N69° 48.763' W10° 22.466'
914,7840,m,2.7,km,0:00:12,825 km/h,261.6,ИСТИНА,12/25/2022 10:38,N69° 48.582' W10° 26.009'
915,7833,m,2.7,km,0:00:12,824 km/h,261.5,ИСТИНА,12/25/2022 10:38,N69° 48.363' W10° 30.254'
916,7837,m,2.7,km,0:00:12,824 km/h,261.4,ИСТИНА,12/25/2022 10:39,N69° 48.143' W10° 34.493'
917,7844,m,2.5,km,0:00:11,825 km/h,261.3,ИСТИНА,12/25/2022 10:39,N69° 47.920' W10° 38.731'
918,7842,m,3,km,0:00:13,826 km/h,261.4,ИСТИНА,12/25/2022 10:39,N69° 47.714' W10° 42.619'
919,7842,m,2.5,km,0:00:11,826 km/h,261.1,ИСТИНА,12/25/2022 10:39,N69° 47.472' W10° 47.221'
920,7845,m,2.5,km,0:00:11,827 km/h,261.2,ИСТИНА,12/25/2022 10:39,N69° 47.262' W10° 51.112'
921,7841,m,2.5,km,0:00:11,828 km/h,261,ИСТИНА,12/25/2022 10:40,N69° 47.052' W10° 55.005'
922,7836,m,2.3,km,0:00:10,829 km/h,261,ИСТИНА,12/25/2022 10:40,N69° 46.839' W10° 58.903'
923,7838,m,2.3,km,0:00:10,830 km/h,261.1,ИСТИНА,12/25/2022 10:40,N69° 46.643' W11° 02.448'
924,7837,m,3.2,km,0:00:14,829 km/h,260.9,ИСТИНА,12/25/2022 10:40,N69° 46.450' W11° 05.999'
925,7846,m,2.3,km,0:00:10,830 km/h,260.8,ИСТИНА,12/25/2022 10:40,N69° 46.174' W11° 10.962'
926,7859,m,2.3,km,0:00:10,831 km/h,260.7,ИСТИНА,12/25/2022 10:41,N69° 45.973' W11° 14.507'
927,7862,m,1.8,km,0:00:08,832 km/h,260.7,ИСТИНА,12/25/2022 10:41,N69° 45.771' W11° 18.058'
928,7868,m,2.8,km,0:00:12,830 km/h,260.7,ИСТИНА,12/25/2022 10:41,N69° 45.610' W11° 20.899'
929,7879,m,2.1,km,0:00:09,829 km/h,260.6,ИСТИНА,12/25/2022 10:41,N69° 45.367' W11° 25.151'
930,7884,m,2.1,km,0:00:09,831 km/h,260.7,ИСТИНА,12/25/2022 10:41,N69° 45.185' W11° 28.337'
931,7878,m,2.3,km,0:00:10,832 km/h,260.7,ИСТИНА,12/25/2022 10:41,N69° 45.005' W11° 31.529'
932,7870,m,2.8,km,0:00:12,832 km/h,260.4,ИСТИНА,12/25/2022 10:41,N69° 44.802' W11° 35.079'
933,7867,m,1.9,km,0:00:08,834 km/h,260.5,ИСТИНА,12/25/2022 10:42,N69° 44.552' W11° 39.337'
934,7866,m,2.6,km,0:00:11,835 km/h,260.2,ИСТИНА,12/25/2022 10:42,N69° 44.386' W11° 42.181'
935,7865,m,2.5,km,0:00:11,834 km/h,260.1,ИСТИНА,12/25/2022 10:42,N69° 44.151' W11° 46.091'
936,7870,m,2.1,km,0:00:09,835 km/h,260.1,ИСТИНА,12/25/2022 10:42,N69° 43.915' W11° 49.997'
937,7869,m,2.5,km,0:00:11,834 km/h,260,ИСТИНА,12/25/2022 10:42,N69° 43.722' W11° 53.197'
938,7871,m,1.6,km,0:00:07,836 km/h,259.9,ИСТИНА,12/25/2022 10:43,N69° 43.482' W11° 57.102'
939,7871,m,3,km,0:00:13,838 km/h,260,ИСТИНА,12/25/2022 10:43,N69° 43.328' W11° 59.590'
940,7864,m,1.9,km,0:00:08,837 km/h,260,ИСТИНА,12/25/2022 10:43,N69° 43.045' W12° 04.225'
941,7861,m,2.6,km,0:00:11,838 km/h,259.9,ИСТИНА,12/25/2022 10:43,N69° 42.870' W12° 07.073'
942,7858,m,2.1,km,0:00:09,838 km/h,259.9,ИСТИНА,12/25/2022 10:43,N69° 42.627' W12° 10.992'
943,7866,m,2.6,km,0:00:11,838 km/h,259.9,ИСТИНА,12/25/2022 10:43,N69° 42.429' W12° 14.198'
944,7869,m,2.8,km,0:00:12,839 km/h,259.9,ИСТИНА,12/25/2022 10:43,N69° 42.186' W12° 18.116'
945,7873,m,2.6,km,0:00:11,840 km/h,259.8,ИСТИНА,12/25/2022 10:44,N69° 41.921' W12° 22.391'
946,7866,m,2.6,km,0:00:11,841 km/h,259.7,ИСТИНА,12/25/2022 10:44,N69° 41.677' W12° 26.316'
947,7866,m,2.8,km,0:00:12,842 km/h,259.7,ИСТИНА,12/25/2022 10:44,N69° 41.429' W12° 30.241'
948,7866,m,2.8,km,0:00:12,842 km/h,259.6,ИСТИНА,12/25/2022 10:44,N69° 41.157' W12° 34.529'
949,7871,m,2.1,km,0:00:09,840 km/h,259.4,ИСТИНА,12/25/2022 10:44,N69° 40.882' W12° 38.816'
950,7871,m,2.3,km,0:00:10,840 km/h,259.5,ИСТИНА,12/25/2022 10:45,N69° 40.674' W12° 42.021'
951,7859,m,2.3,km,0:00:10,837 km/h,259.4,ИСТИНА,12/25/2022 10:45,N69° 40.444' W12° 45.581'
952,7853,m,2.3,km,0:00:10,836 km/h,259.4,ИСТИНА,12/25/2022 10:45,N69° 40.213' W12° 49.127'
953,7848,m,2.6,km,0:00:11,836 km/h,259.3,ИСТИНА,12/25/2022 10:45,N69° 39.982' W12° 52.666'
954,7846,m,2.8,km,0:00:12,837 km/h,259.1,ИСТИНА,12/25/2022 10:45,N69° 39.725' W12° 56.560'
955,7845,m,2.8,km,0:00:12,837 km/h,259,ИСТИНА,12/25/2022 10:45,N69° 39.441' W13° 00.807'
956,7834,m,2.8,km,0:00:12,837 km/h,259.1,ИСТИНА,12/25/2022 10:46,N69° 39.154' W13° 05.052'
957,7823,m,2.3,km,0:00:10,836 km/h,259,ИСТИНА,12/25/2022 10:46,N69° 38.869' W13° 09.299'
958,7820,m,2.3,km,0:00:10,837 km/h,258.9,ИСТИНА,12/25/2022 10:46,N69° 38.630' W13° 12.831'
959,7821,m,2.6,km,0:00:11,838 km/h,258.8,ИСТИНА,12/25/2022 10:46,N69° 38.387' W13° 16.367'
960,7821,m,2.1,km,0:00:09,837 km/h,258.8,ИСТИНА,12/25/2022 10:46,N69° 38.119' W13° 20.256'
961,7825,m,2.8,km,0:00:12,838 km/h,258.8,ИСТИНА,12/25/2022 10:47,N69° 37.900' W13° 23.436'
962,7829,m,2.3,km,0:00:10,838 km/h,258.6,ИСТИНА,12/25/2022 10:47,N69° 37.607' W13° 27.678'
963,7826,m,2.6,km,0:00:11,840 km/h,258.6,ИСТИНА,12/25/2022 10:47,N69° 37.358' W13° 31.209'
964,7817,m,2.3,km,0:00:10,840 km/h,258.6,ИСТИНА,12/25/2022 10:47,N69° 37.085' W13° 35.102'
965,7814,m,2.1,km,0:00:09,842 km/h,258.5,ИСТИНА,12/25/2022 10:47,N69° 36.836' W13° 38.642'
966,7811,m,2.8,km,0:00:12,843 km/h,258.4,ИСТИНА,12/25/2022 10:47,N69° 36.609' W13° 41.831'
967,7810,m,2.6,km,0:00:11,844 km/h,258.3,ИСТИНА,12/25/2022 10:48,N69° 36.303' W13° 46.089'
968,7813,m,2.3,km,0:00:10,844 km/h,258.2,ИСТИНА,12/25/2022 10:48,N69° 36.022' W13° 49.992'
969,7813,m,2.1,km,0:00:09,844 km/h,258.3,ИСТИНА,12/25/2022 10:48,N69° 35.763' W13° 53.541'
970,7820,m,2.4,km,0:00:10,846 km/h,258.3,ИСТИНА,12/25/2022 10:48,N69° 35.531' W13° 56.736'
971,7823,m,2.8,km,0:00:12,846 km/h,258.2,ИСТИНА,12/25/2022 10:48,N69° 35.275' W14° 00.294'
972,7820,m,3.1,km,0:00:13,846 km/h,258,ИСТИНА,12/25/2022 10:48,N69° 34.963' W14° 04.561'
973,7823,m,2.6,km,0:00:11,846 km/h,258.1,ИСТИНА,12/25/2022 10:49,N69° 34.620' W14° 09.177'
974,7818,m,2.6,km,0:00:11,845 km/h,258.1,ИСТИНА,12/25/2022 10:49,N69° 34.332' W14° 13.085'
975,7817,m,2.1,km,0:00:09,846 km/h,258,ИСТИНА,12/25/2022 10:49,N69° 34.044' W14° 16.985'
976,7819,m,2.4,km,0:00:10,847 km/h,257.9,ИСТИНА,12/25/2022 10:49,N69° 33.807' W14° 20.176'
977,7817,m,2.4,km,0:00:10,846 km/h,257.7,ИСТИНА,12/25/2022 10:49,N69° 33.541' W14° 23.726'
978,7817,m,2.3,km,0:00:10,846 km/h,257.7,ИСТИНА,12/25/2022 10:50,N69° 33.271' W14° 27.269'
979,7816,m,3,km,0:00:13,844 km/h,257.8,ИСТИНА,12/25/2022 10:50,N69° 33.000' W14° 30.809'
980,7817,m,2.6,km,0:00:11,842 km/h,257.6,ИСТИНА,12/25/2022 10:50,N69° 32.651' W14° 35.401'
981,7822,m,2.6,km,0:00:11,842 km/h,257.5,ИСТИНА,12/25/2022 10:50,N69° 32.351' W14° 39.275'
982,7825,m,2.1,km,0:00:09,842 km/h,257.5,ИСТИНА,12/25/2022 10:50,N69° 32.052' W14° 43.147'
983,7820,m,2.6,km,0:00:11,842 km/h,257.5,ИСТИНА,12/25/2022 10:50,N69° 31.806' W14° 46.313'
984,7821,m,3,km,0:00:13,841 km/h,257.4,ИСТИНА,12/25/2022 10:51,N69° 31.506' W14° 50.184'
985,7818,m,2.3,km,0:00:10,841 km/h,257.3,ИСТИНА,12/25/2022 10:51,N69° 31.147' W14° 54.749'
986,7816,m,1.9,km,0:00:08,842 km/h,257.3,ИСТИНА,12/25/2022 10:51,N69° 30.870' W14° 58.261'
987,7817,m,1.9,km,0:00:08,844 km/h,257.5,ИСТИНА,12/25/2022 10:51,N69° 30.647' W15° 01.070'
988,7811,m,2.6,km,0:00:11,842 km/h,257.2,ИСТИНА,12/25/2022 10:51,N69° 30.428' W15° 03.888'
989,7804,m,2.1,km,0:00:09,841 km/h,257.1,ИСТИНА,12/25/2022 10:51,N69° 30.119' W15° 07.751'
990,7808,m,2.6,km,0:00:11,843 km/h,257.1,ИСТИНА,12/25/2022 10:52,N69° 29.866' W15° 10.906'
991,7795,m,2.6,km,0:00:11,841 km/h,257,ИСТИНА,12/25/2022 10:52,N69° 29.555' W15° 14.770'
992,7810,m,2.1,km,0:00:09,842 km/h,257,ИСТИНА,12/25/2022 10:52,N69° 29.243' W15° 18.621'
993,7815,m,2.3,km,0:00:10,842 km/h,257,ИСТИНА,12/25/2022 10:52,N69° 28.987' W15° 21.774'
994,7816,m,2.6,km,0:00:11,841 km/h,256.7,ИСТИНА,12/25/2022 10:52,N69° 28.702' W15° 25.277'
995,7816,m,2.6,km,0:00:11,842 km/h,256.7,ИСТИНА,12/25/2022 10:52,N69° 28.383' W15° 29.121'
996,7815,m,2.6,km,0:00:11,841 km/h,256.7,ИСТИНА,12/25/2022 10:53,N69° 28.064' W15° 32.967'
997,7814,m,2.3,km,0:00:10,842 km/h,256.7,ИСТИНА,12/25/2022 10:53,N69° 27.744' W15° 36.808'
998,7810,m,2.1,km,0:00:09,841 km/h,256.6,ИСТИНА,12/25/2022 10:53,N69° 27.453' W15° 40.305'
999,7806,m,2.1,km,0:00:09,840 km/h,256.3,ИСТИНА,12/25/2022 10:53,N69° 27.190' W15° 43.448'
1000,7815,m,2.1,km,0:00:09,842 km/h,256.5,ИСТИНА,12/25/2022 10:53,N69° 26.922' W15° 46.581'
1001,7818,m,2.1,km,0:00:09,842 km/h,256.5,ИСТИНА,12/25/2022 10:53,N69° 26.656' W15° 49.722'
1002,7819,m,2.1,km,0:00:09,843 km/h,256.4,ИСТИНА,12/25/2022 10:54,N69° 26.390' W15° 52.865'
1003,7819,m,1.9,km,0:00:08,844 km/h,256.4,ИСТИНА,12/25/2022 10:54,N69° 26.122' W15° 56.008'
1004,7823,m,2.8,km,0:00:12,845 km/h,256.4,ИСТИНА,12/25/2022 10:54,N69° 25.883' W15° 58.804'
1005,7822,m,2.4,km,0:00:10,847 km/h,256.3,ИСТИНА,12/25/2022 10:54,N69° 25.526' W16° 03.005'
1006,7820,m,2.6,km,0:00:11,848 km/h,256.3,ИСТИНА,12/25/2022 10:54,N69° 25.226' W16° 06.511'
1007,7814,m,2.1,km,0:00:09,848 km/h,256.2,ИСТИНА,12/25/2022 10:54,N69° 24.895' W16° 10.371'
1008,7810,m,2.4,km,0:00:10,847 km/h,256.2,ИСТИНА,12/25/2022 10:55,N69° 24.623' W16° 13.527'
1009,7808,m,2.6,km,0:00:11,846 km/h,256.1,ИСТИНА,12/25/2022 10:55,N69° 24.319' W16° 17.027'
1010,7812,m,1.9,km,0:00:08,845 km/h,255.9,ИСТИНА,12/25/2022 10:55,N69° 23.984' W16° 20.870'
1011,7812,m,2.8,km,0:00:12,846 km/h,256,ИСТИНА,12/25/2022 10:55,N69° 23.737' W16° 23.658'
1012,7809,m,2.1,km,0:00:09,845 km/h,255.9,ИСТИНА,12/25/2022 10:55,N69° 23.368' W16° 27.845'
1013,7808,m,2.8,km,0:00:12,845 km/h,255.8,ИСТИНА,12/25/2022 10:55,N69° 23.090' W16° 30.982'
1014,7805,m,2.6,km,0:00:11,843 km/h,255.6,ИСТИНА,12/25/2022 10:56,N69° 22.718' W16° 35.162'
1015,7813,m,2.3,km,0:00:10,841 km/h,255.5,ИСТИНА,12/25/2022 10:56,N69° 22.373' W16° 38.978'
1016,7825,m,2.6,km,0:00:11,844 km/h,255.5,ИСТИНА,12/25/2022 10:56,N69° 22.058' W16° 42.440'
1017,7825,m,2.6,km,0:00:11,848 km/h,255.9,ИСТИНА,12/25/2022 10:56,N69° 21.710' W16° 46.258'
1018,7808,m,1.9,km,0:00:08,846 km/h,255.5,ИСТИНА,12/25/2022 10:56,N69° 21.368' W16° 50.098'
1019,7801,m,2.3,km,0:00:10,844 km/h,255.5,ИСТИНА,12/25/2022 10:56,N69° 21.115' W16° 52.879'
1020,7803,m,2.6,km,0:00:11,843 km/h,255.4,ИСТИНА,12/25/2022 10:57,N69° 20.798' W16° 56.349'
1021,7809,m,2.6,km,0:00:11,844 km/h,255.4,ИСТИНА,12/25/2022 10:57,N69° 20.447' W17° 00.156'
1022,7810,m,2.8,km,0:00:12,844 km/h,255.4,ИСТИНА,12/25/2022 10:57,N69° 20.096' W17° 03.968'
