Index,Elevation,Leg distance,Leg time,Leg speed,Leg course,Time,Position,Car
41,366 m,0 m,0:00:34,0.0 km/h,355.3° true,12/4/2022 3:04,N51° 08.321' E71° 29.472',
42,365 m,2 m,0:00:37,0.1 km/h,273.9° true,12/4/2022 3:05,N51° 08.322' E71° 29.471',
43,365 m,2 m,0:00:30,0.2 km/h,247.0° true,12/4/2022 3:05,N51° 08.322' E71° 29.470',
44,367 m,4 m,0:00:40,0.4 km/h,283.3° true,12/4/2022 3:06,N51° 08.321' E71° 29.469',
45,369 m,1 m,0:00:33,0.1 km/h,257.9° true,12/4/2022 3:06,N51° 08.322' E71° 29.465',
46,372 m,0 m,0:00:49,0.0 km/h,47.5° true,12/4/2022 3:07,N51° 08.322' E71° 29.464',
47,373 m,1 m,0:00:42,0.1 km/h,117.8° true,12/4/2022 3:08,N51° 08.322' E71° 29.465',
48,375 m,2 m,0:00:46,0.1 km/h,108.2° true,12/4/2022 3:09,N51° 08.322' E71° 29.465',
49,376 m,1 m,0:00:45,0.1 km/h,347.5° true,12/4/2022 3:09,N51° 08.321' E71° 29.467',
50,377 m,5 m,0:00:35,0.5 km/h,241.8° true,12/4/2022 3:10,N51° 08.322' E71° 29.467',
51,378 m,3 m,0:00:17,0.7 km/h,254.0° true,12/4/2022 3:11,N51° 08.320' E71° 29.463',
52,377 m,1 m,0:00:18,0.3 km/h,219.6° true,12/4/2022 3:11,N51° 08.320' E71° 29.460',
53,377 m,2 m,0:00:22,0.3 km/h,163.6° true,12/4/2022 3:11,N51° 08.319' E71° 29.459',
54,375 m,1 m,0:00:22,0.1 km/h,292.9° true,12/4/2022 3:12,N51° 08.318' E71° 29.460',
55,374 m,2 m,0:00:21,0.4 km/h,206.7° true,12/4/2022 3:12,N51° 08.319' E71° 29.459',
56,374 m,1 m,0:00:22,0.1 km/h,308.0° true,12/4/2022 3:12,N51° 08.318' E71° 29.458',
57,373 m,3 m,0:00:23,0.4 km/h,274.2° true,12/4/2022 3:13,N51° 08.318' E71° 29.458',
58,372 m,17 m,0:00:10,6 km/h,280.0° true,12/4/2022 3:13,N51° 08.318' E71° 29.455',
59,372 m,4 m,0:00:01,13 km/h,339.2° true,12/4/2022 3:13,N51° 08.320' E71° 29.441',
60,372 m,59 m,0:00:11,19 km/h,337.1° true,12/4/2022 3:13,N51° 08.321' E71° 29.440',
61,369 m,117 m,0:00:17,25 km/h,335.8° true,12/4/2022 3:13,N51° 08.351' E71° 29.420',
62,368 m,31 m,0:00:04,28 km/h,335.5° true,12/4/2022 3:14,N51° 08.408' E71° 29.379',
63,368 m,16 m,0:00:02,29 km/h,326.3° true,12/4/2022 3:14,N51° 08.423' E71° 29.368',
64,368 m,8 m,0:00:01,30 km/h,318.8° true,12/4/2022 3:14,N51° 08.431' E71° 29.360',
65,368 m,8 m,0:00:01,29 km/h,314.5° true,12/4/2022 3:14,N51° 08.434' E71° 29.356',
66,367 m,8 m,0:00:01,29 km/h,313.1° true,12/4/2022 3:14,N51° 08.437' E71° 29.351',
67,367 m,8 m,0:00:01,30 km/h,318.2° true,12/4/2022 3:14,N51° 08.440' E71° 29.346',
68,367 m,9 m,0:00:01,32 km/h,323.9° true,12/4/2022 3:14,N51° 08.443' E71° 29.341',
69,367 m,9 m,0:00:01,33 km/h,330.9° true,12/4/2022 3:14,N51° 08.447' E71° 29.336',
70,367 m,85 m,0:00:09,34 km/h,336.3° true,12/4/2022 3:14,N51° 08.452' E71° 29.333',
71,367 m,48 m,0:00:08,22 km/h,335.7° true,12/4/2022 3:14,N51° 08.494' E71° 29.303',
72,365 m,47 m,0:00:14,12 km/h,335.8° true,12/4/2022 3:14,N51° 08.517' E71° 29.286',
73,365 m,14 m,0:00:13,3.9 km/h,337.6° true,12/4/2022 3:14,N51° 08.541' E71° 29.269',
74,364 m,2 m,0:00:37,0.2 km/h,203.7° true,12/4/2022 3:15,N51° 08.548' E71° 29.265',
75,364 m,18 m,0:00:08,8 km/h,337.0° true,12/4/2022 3:15,N51° 08.547' E71° 29.264',
76,365 m,56 m,0:00:07,29 km/h,336.0° true,12/4/2022 3:15,N51° 08.556' E71° 29.258',
77,364 m,119 m,0:00:11,39 km/h,335.6° true,12/4/2022 3:16,N51° 08.583' E71° 29.239',
78,363 m,111 m,0:00:09,45 km/h,336.7° true,12/4/2022 3:16,N51° 08.642' E71° 29.196',
79,363 m,136 m,0:00:11,45 km/h,335.7° true,12/4/2022 3:16,N51° 08.697' E71° 29.158',
80,362 m,110 m,0:00:10,40 km/h,335.5° true,12/4/2022 3:16,N51° 08.764' E71° 29.110',
81,361 m,171 m,0:00:14,44 km/h,335.0° true,12/4/2022 3:16,N51° 08.818' E71° 29.071',
82,360 m,221 m,0:00:18,44 km/h,335.5° true,12/4/2022 3:16,N51° 08.902' E71° 29.009',
83,360 m,230 m,0:00:18,46 km/h,336.0° true,12/4/2022 3:17,N51° 09.010' E71° 28.930',
84,361 m,341 m,0:00:26,47 km/h,335.6° true,12/4/2022 3:17,N51° 09.124' E71° 28.850',
85,359 m,142 m,0:00:12,43 km/h,335.7° true,12/4/2022 3:17,N51° 09.291' E71° 28.729',
86,358 m,24 m,0:00:06,15 km/h,334.6° true,12/4/2022 3:18,N51° 09.361' E71° 28.678',
87,358 m,1 m,0:00:22,0.2 km/h,119.9° true,12/4/2022 3:18,N51° 09.372' E71° 28.669',
88,358 m,3 m,0:00:25,0.5 km/h,321.7° true,12/4/2022 3:18,N51° 09.372' E71° 28.670',
89,358 m,13 m,0:00:03,16 km/h,326.2° true,12/4/2022 3:19,N51° 09.374' E71° 28.668',
90,357 m,13 m,0:00:02,24 km/h,316.4° true,12/4/2022 3:19,N51° 09.379' E71° 28.662',
91,358 m,7 m,0:00:01,26 km/h,306.1° true,12/4/2022 3:19,N51° 09.385' E71° 28.654',
92,358 m,65 m,0:00:07,33 km/h,297.9° true,12/4/2022 3:19,N51° 09.387' E71° 28.649',
93,360 m,31 m,0:00:03,37 km/h,287.9° true,12/4/2022 3:19,N51° 09.403' E71° 28.600',
94,361 m,10 m,0:00:01,37 km/h,271.3° true,12/4/2022 3:19,N51° 09.408' E71° 28.575',
95,361 m,10 m,0:00:01,36 km/h,260.9° true,12/4/2022 3:19,N51° 09.408' E71° 28.566',
96,361 m,10 m,0:00:01,37 km/h,249.5° true,12/4/2022 3:19,N51° 09.408' E71° 28.558',
97,361 m,10 m,0:00:01,37 km/h,245.6° true,12/4/2022 3:19,N51° 09.406' E71° 28.549',
98,361 m,92 m,0:00:10,33 km/h,244.9° true,12/4/2022 3:19,N51° 09.403' E71° 28.541',
99,360 m,55 m,0:00:09,22 km/h,247.6° true,12/4/2022 3:19,N51° 09.382' E71° 28.469',
100,359 m,15 m,0:00:08,7 km/h,244.8° true,12/4/2022 3:19,N51° 09.371' E71° 28.426',
101,358 m,19 m,0:00:08,9 km/h,246.2° true,12/4/2022 3:19,N51° 09.368' E71° 28.414',
102,357 m,55 m,0:00:07,28 km/h,245.0° true,12/4/2022 3:19,N51° 09.363' E71° 28.399',
103,356 m,104 m,0:00:09,42 km/h,245.8° true,12/4/2022 3:20,N51° 09.351' E71° 28.356',
104,355 m,152 m,0:00:12,45 km/h,246.2° true,12/4/2022 3:20,N51° 09.328' E71° 28.274',
105,356 m,118 m,0:00:11,38 km/h,249.9° true,12/4/2022 3:20,N51° 09.295' E71° 28.155',
106,358 m,19 m,0:00:02,34 km/h,261.0° true,12/4/2022 3:20,N51° 09.273' E71° 28.060',
107,358 m,9 m,0:00:01,32 km/h,272.0° true,12/4/2022 3:20,N51° 09.271' E71° 28.044',
108,359 m,8 m,0:00:01,30 km/h,284.3° true,12/4/2022 3:20,N51° 09.272' E71° 28.037',
109,359 m,8 m,0:00:01,27 km/h,300.4° true,12/4/2022 3:20,N51° 09.273' E71° 28.030',
110,359 m,7 m,0:00:01,27 km/h,322.7° true,12/4/2022 3:20,N51° 09.275' E71° 28.024',
111,359 m,8 m,0:00:01,28 km/h,340.3° true,12/4/2022 3:20,N51° 09.278' E71° 28.020',
112,359 m,8 m,0:00:01,30 km/h,351.1° true,12/4/2022 3:20,N51° 09.282' E71° 28.018',
113,359 m,9 m,0:00:01,33 km/h,357.0° true,12/4/2022 3:20,N51° 09.286' E71° 28.017',
114,359 m,10 m,0:00:01,35 km/h,357.6° true,12/4/2022 3:20,N51° 09.291' E71° 28.017',
115,358 m,86 m,0:00:07,44 km/h,0.2° true,12/4/2022 3:20,N51° 09.296' E71° 28.016',
116,359 m,116 m,0:00:08,52 km/h,355.0° true,12/4/2022 3:20,N51° 09.343' E71° 28.017',
117,362 m,130 m,0:00:09,52 km/h,340.9° true,12/4/2022 3:21,N51° 09.405' E71° 28.008',
118,363 m,119 m,0:00:08,54 km/h,323.6° true,12/4/2022 3:21,N51° 09.471' E71° 27.971',
119,359 m,133 m,0:00:09,53 km/h,309.2° true,12/4/2022 3:21,N51° 09.523' E71° 27.911',
120,354 m,170 m,0:00:11,56 km/h,296.1° true,12/4/2022 3:21,N51° 09.568' E71° 27.822',
121,352 m,140 m,0:00:09,56 km/h,295.1° true,12/4/2022 3:21,N51° 09.609' E71° 27.691',
122,353 m,168 m,0:00:11,55 km/h,297.0° true,12/4/2022 3:21,N51° 09.641' E71° 27.582',
123,355 m,67 m,0:00:06,40 km/h,296.0° true,12/4/2022 3:21,N51° 09.682' E71° 27.453',
124,352 m,30 m,0:00:06,18 km/h,297.7° true,12/4/2022 3:22,N51° 09.697' E71° 27.402',
125,351 m,5 m,0:00:07,2.8 km/h,356.0° true,12/4/2022 3:22,N51° 09.705' E71° 27.379',
126,354 m,4 m,0:00:08,1.8 km/h,311.9° true,12/4/2022 3:22,N51° 09.708' E71° 27.379',
127,355 m,2 m,0:00:01,9 km/h,305.3° true,12/4/2022 3:22,N51° 09.709' E71° 27.376',
128,355 m,4 m,0:00:01,14 km/h,295.8° true,12/4/2022 3:22,N51° 09.710' E71° 27.374',
129,355 m,26 m,0:00:04,23 km/h,293.3° true,12/4/2022 3:22,N51° 09.711' E71° 27.371',
130,356 m,80 m,0:00:08,36 km/h,293.7° true,12/4/2022 3:22,N51° 09.717' E71° 27.351',
131,357 m,121 m,0:00:09,48 km/h,296.1° true,12/4/2022 3:22,N51° 09.734' E71° 27.288',
132,358 m,188 m,0:00:13,52 km/h,297.0° true,12/4/2022 3:22,N51° 09.763' E71° 27.194',
133,359 m,57 m,0:00:05,41 km/h,297.0° true,12/4/2022 3:23,N51° 09.809' E71° 27.050',
134,357 m,14 m,0:00:04,13 km/h,297.1° true,12/4/2022 3:23,N51° 09.823' E71° 27.006',
135,356 m,2 m,0:00:16,0.6 km/h,127.8° true,12/4/2022 3:23,N51° 09.826' E71° 26.995',
136,358 m,22 m,0:00:09,9 km/h,295.9° true,12/4/2022 3:23,N51° 09.825' E71° 26.997',
137,358 m,72 m,0:00:08,32 km/h,296.7° true,12/4/2022 3:23,N51° 09.831' E71° 26.980',
138,359 m,130 m,0:00:11,43 km/h,296.7° true,12/4/2022 3:23,N51° 09.848' E71° 26.925',
139,359 m,45 m,0:00:04,41 km/h,293.8° true,12/4/2022 3:23,N51° 09.879' E71° 26.825',
140,360 m,11 m,0:00:01,39 km/h,282.3° true,12/4/2022 3:23,N51° 09.889' E71° 26.789',
141,360 m,11 m,0:00:01,38 km/h,276.1° true,12/4/2022 3:23,N51° 09.891' E71° 26.780',
142,360 m,11 m,0:00:01,38 km/h,268.6° true,12/4/2022 3:24,N51° 09.891' E71° 26.771',
143,360 m,11 m,0:00:01,39 km/h,262.3° true,12/4/2022 3:24,N51° 09.891' E71° 26.762',
144,360 m,11 m,0:00:01,41 km/h,260.0° true,12/4/2022 3:24,N51° 09.890' E71° 26.753',
145,361 m,136 m,0:00:11,45 km/h,260.8° true,12/4/2022 3:24,N51° 09.889' E71° 26.743',
146,361 m,89 m,0:00:08,40 km/h,260.1° true,12/4/2022 3:24,N51° 09.877' E71° 26.628',
147,360 m,119 m,0:00:11,39 km/h,261.2° true,12/4/2022 3:24,N51° 09.869' E71° 26.553',
148,361 m,114 m,0:00:09,45 km/h,257.6° true,12/4/2022 3:24,N51° 09.859' E71° 26.452',
149,360 m,52 m,0:00:06,31 km/h,258.6° true,12/4/2022 3:24,N51° 09.846' E71° 26.357',
150,360 m,10 m,0:00:06,6 km/h,254.9° true,12/4/2022 3:24,N51° 09.841' E71° 26.313',
151,362 m,2 m,0:00:19,0.4 km/h,337.6° true,12/4/2022 3:24,N51° 09.839' E71° 26.305',
152,362 m,26 m,0:00:05,18 km/h,262.4° true,12/4/2022 3:25,N51° 09.840' E71° 26.304',
153,362 m,79 m,0:00:09,31 km/h,257.8° true,12/4/2022 3:25,N51° 09.838' E71° 26.282',
154,364 m,74 m,0:00:10,27 km/h,259.9° true,12/4/2022 3:25,N51° 09.829' E71° 26.216',
155,364 m,43 m,0:00:10,15 km/h,261.6° true,12/4/2022 3:25,N51° 09.823' E71° 26.154',
156,362 m,49 m,0:00:08,22 km/h,260.1° true,12/4/2022 3:25,N51° 09.819' E71° 26.117',
157,363 m,83 m,0:00:08,37 km/h,260.1° true,12/4/2022 3:25,N51° 09.815' E71° 26.076',
158,365 m,151 m,0:00:13,42 km/h,259.5° true,12/4/2022 3:26,N51° 09.807' E71° 26.006',
159,362 m,110 m,0:00:10,40 km/h,259.7° true,12/4/2022 3:26,N51° 09.792' E71° 25.878',
160,359 m,81 m,0:00:09,33 km/h,263.7° true,12/4/2022 3:26,N51° 09.781' E71° 25.785',
161,358 m,7 m,0:00:01,25 km/h,267.5° true,12/4/2022 3:26,N51° 09.777' E71° 25.716',
162,358 m,6 m,0:00:01,23 km/h,278.2° true,12/4/2022 3:26,N51° 09.776' E71° 25.710',
163,358 m,6 m,0:00:01,22 km/h,288.4° true,12/4/2022 3:26,N51° 09.777' E71° 25.704',
164,359 m,6 m,0:00:01,21 km/h,304.7° true,12/4/2022 3:26,N51° 09.778' E71° 25.699',
165,359 m,6 m,0:00:01,22 km/h,322.5° true,12/4/2022 3:26,N51° 09.780' E71° 25.695',
166,359 m,7 m,0:00:01,25 km/h,332.9° true,12/4/2022 3:26,N51° 09.782' E71° 25.692',
167,359 m,7 m,0:00:01,27 km/h,339.9° true,12/4/2022 3:26,N51° 09.786' E71° 25.689',
168,360 m,8 m,0:00:01,29 km/h,342.3° true,12/4/2022 3:26,N51° 09.789' E71° 25.687',
169,360 m,79 m,0:00:07,41 km/h,348.7° true,12/4/2022 3:26,N51° 09.794' E71° 25.685',
170,362 m,143 m,0:00:10,51 km/h,351.4° true,12/4/2022 3:26,N51° 09.835' E71° 25.672',
171,364 m,305 m,0:00:21,52 km/h,350.1° true,12/4/2022 3:27,N51° 09.912' E71° 25.653',
172,363 m,237 m,0:00:17,50 km/h,349.9° true,12/4/2022 3:27,N51° 10.073' E71° 25.608',
173,362 m,260 m,0:00:20,47 km/h,349.9° true,12/4/2022 3:27,N51° 10.199' E71° 25.572',
174,361 m,110 m,0:00:10,40 km/h,349.2° true,12/4/2022 3:27,N51° 10.337' E71° 25.533',
175,360 m,63 m,0:00:08,28 km/h,348.1° true,12/4/2022 3:28,N51° 10.396' E71° 25.515',
176,358 m,18 m,0:00:07,9 km/h,348.5° true,12/4/2022 3:28,N51° 10.429' E71° 25.504',
177,357 m,14 m,0:00:10,5 km/h,350.1° true,12/4/2022 3:28,N51° 10.438' E71° 25.501',
178,357 m,54 m,0:00:08,24 km/h,349.5° true,12/4/2022 3:28,N51° 10.445' E71° 25.499',
179,356 m,116 m,0:00:13,32 km/h,349.6° true,12/4/2022 3:28,N51° 10.474' E71° 25.491',
180,356 m,91 m,0:00:13,25 km/h,349.5° true,12/4/2022 3:28,N51° 10.536' E71° 25.473',
181,355 m,50 m,0:00:11,16 km/h,349.4° true,12/4/2022 3:29,N51° 10.584' E71° 25.458',
182,355 m,37 m,0:00:07,19 km/h,349.5° true,12/4/2022 3:29,N51° 10.610' E71° 25.451',
183,355 m,6 m,0:00:01,21 km/h,340.5° true,12/4/2022 3:29,N51° 10.630' E71° 25.445',
184,356 m,6 m,0:00:01,22 km/h,329.2° true,12/4/2022 3:29,N51° 10.633' E71° 25.443',
185,357 m,6 m,0:00:01,21 km/h,315.0° true,12/4/2022 3:29,N51° 10.636' E71° 25.440',
186,357 m,6 m,0:00:01,20 km/h,297.0° true,12/4/2022 3:29,N51° 10.638' E71° 25.437',
187,358 m,6 m,0:00:01,20 km/h,280.0° true,12/4/2022 3:29,N51° 10.639' E71° 25.433',
188,358 m,6 m,0:00:01,21 km/h,265.6° true,12/4/2022 3:29,N51° 10.640' E71° 25.428',
189,359 m,7 m,0:00:01,23 km/h,259.7° true,12/4/2022 3:29,N51° 10.640' E71° 25.423',
190,359 m,7 m,0:00:01,24 km/h,257.1° true,12/4/2022 3:29,N51° 10.639' E71° 25.417',
191,360 m,60 m,0:00:09,24 km/h,258.3° true,12/4/2022 3:29,N51° 10.638' E71° 25.412',
192,360 m,13 m,0:00:02,24 km/h,262.8° true,12/4/2022 3:29,N51° 10.632' E71° 25.361',
193,359 m,54 m,0:00:09,22 km/h,258.9° true,12/4/2022 3:29,N51° 10.631' E71° 25.350',
194,357 m,76 m,0:00:08,34 km/h,257.0° true,12/4/2022 3:29,N51° 10.625' E71° 25.304',
195,357 m,166 m,0:00:14,43 km/h,259.7° true,12/4/2022 3:30,N51° 10.616' E71° 25.241',
196,357 m,142 m,0:00:12,42 km/h,259.0° true,12/4/2022 3:30,N51° 10.600' E71° 25.100',
197,358 m,107 m,0:00:10,38 km/h,259.4° true,12/4/2022 3:30,N51° 10.585' E71° 24.981',
198,360 m,35 m,0:00:07,18 km/h,263.2° true,12/4/2022 3:30,N51° 10.575' E71° 24.891',
199,360 m,18 m,0:00:08,8 km/h,261.6° true,12/4/2022 3:30,N51° 10.572' E71° 24.860',
200,359 m,2 m,0:00:17,0.4 km/h,162.2° true,12/4/2022 3:30,N51° 10.571' E71° 24.845',
201,359 m,4 m,0:00:03,4.5 km/h,266.7° true,12/4/2022 3:31,N51° 10.570' E71° 24.846',
202,359 m,3 m,0:00:01,9 km/h,271.0° true,12/4/2022 3:31,N51° 10.570' E71° 24.843',
203,359 m,36 m,0:00:06,21 km/h,262.6° true,12/4/2022 3:31,N51° 10.570' E71° 24.840',
204,359 m,84 m,0:00:10,30 km/h,260.8° true,12/4/2022 3:31,N51° 10.568' E71° 24.810',
205,360 m,118 m,0:00:11,39 km/h,260.8° true,12/4/2022 3:31,N51° 10.560' E71° 24.738',
206,359 m,111 m,0:00:10,40 km/h,260.5° true,12/4/2022 3:31,N51° 10.550' E71° 24.639',
207,357 m,62 m,0:00:08,28 km/h,260.9° true,12/4/2022 3:31,N51° 10.540' E71° 24.545',
208,354 m,17 m,0:00:08,8 km/h,261.0° true,12/4/2022 3:31,N51° 10.535' E71° 24.492',
209,354 m,42 m,0:00:09,17 km/h,260.9° true,12/4/2022 3:32,N51° 10.534' E71° 24.478',
210,354 m,67 m,0:00:10,24 km/h,260.2° true,12/4/2022 3:32,N51° 10.530' E71° 24.442',
211,353 m,71 m,0:00:10,25 km/h,259.6° true,12/4/2022 3:32,N51° 10.524' E71° 24.385',
212,353 m,54 m,0:00:11,18 km/h,259.6° true,12/4/2022 3:32,N51° 10.517' E71° 24.325',
213,354 m,70 m,0:00:10,25 km/h,260.6° true,12/4/2022 3:32,N51° 10.512' E71° 24.280',
214,354 m,76 m,0:00:08,34 km/h,265.1° true,12/4/2022 3:32,N51° 10.506' E71° 24.220',
215,356 m,86 m,0:00:09,34 km/h,280.8° true,12/4/2022 3:33,N51° 10.502' E71° 24.155',
216,358 m,122 m,0:00:14,31 km/h,287.0° true,12/4/2022 3:33,N51° 10.511' E71° 24.082',
217,359 m,131 m,0:00:16,30 km/h,286.9° true,12/4/2022 3:33,N51° 10.530' E71° 23.982',
218,360 m,141 m,0:00:16,32 km/h,286.9° true,12/4/2022 3:33,N51° 10.551' E71° 23.874',
219,359 m,111 m,0:00:14,29 km/h,287.4° true,12/4/2022 3:33,N51° 10.573' E71° 23.758',
220,358 m,25 m,0:00:09,10 km/h,289.0° true,12/4/2022 3:34,N51° 10.591' E71° 23.667',
221,358 m,0 m,0:00:18,0.1 km/h,311.1° true,12/4/2022 3:34,N51° 10.595' E71° 23.646',
222,358 m,20 m,0:00:06,12 km/h,289.1° true,12/4/2022 3:34,N51° 10.595' E71° 23.646',
223,358 m,63 m,0:00:08,28 km/h,289.3° true,12/4/2022 3:34,N51° 10.599' E71° 23.630',
224,358 m,132 m,0:00:14,34 km/h,290.4° true,12/4/2022 3:34,N51° 10.610' E71° 23.579',
225,358 m,104 m,0:00:11,34 km/h,291.5° true,12/4/2022 3:35,N51° 10.635' E71° 23.472',
226,358 m,134 m,0:00:10,48 km/h,291.6° true,12/4/2022 3:35,N51° 10.655' E71° 23.389',
227,358 m,192 m,0:00:13,53 km/h,292.0° true,12/4/2022 3:35,N51° 10.682' E71° 23.282',
228,358 m,306 m,0:00:21,52 km/h,292.1° true,12/4/2022 3:35,N51° 10.721' E71° 23.129',
229,358 m,103 m,0:00:09,41 km/h,292.7° true,12/4/2022 3:36,N51° 10.783' E71° 22.885',
230,358 m,81 m,0:00:10,29 km/h,292.9° true,12/4/2022 3:36,N51° 10.804' E71° 22.803',
231,357 m,78 m,0:00:11,26 km/h,293.0° true,12/4/2022 3:36,N51° 10.821' E71° 22.739',
232,356 m,121 m,0:00:13,33 km/h,292.7° true,12/4/2022 3:36,N51° 10.838' E71° 22.677',
233,355 m,96 m,0:00:12,29 km/h,292.3° true,12/4/2022 3:36,N51° 10.863' E71° 22.581',
234,355 m,35 m,0:00:08,16 km/h,291.8° true,12/4/2022 3:36,N51° 10.882' E71° 22.505',
235,355 m,0 m,0:00:16,0.0 km/h,171.1° true,12/4/2022 3:37,N51° 10.889' E71° 22.477',
236,355 m,23 m,0:00:07,12 km/h,291.1° true,12/4/2022 3:37,N51° 10.889' E71° 22.477',
237,355 m,62 m,0:00:07,32 km/h,291.2° true,12/4/2022 3:37,N51° 10.894' E71° 22.459',
238,355 m,104 m,0:00:08,47 km/h,291.9° true,12/4/2022 3:37,N51° 10.906' E71° 22.409',
239,355 m,127 m,0:00:10,46 km/h,291.6° true,12/4/2022 3:37,N51° 10.927' E71° 22.327',
240,355 m,54 m,0:00:07,28 km/h,291.6° true,12/4/2022 3:37,N51° 10.952' E71° 22.225',
241,354 m,13 m,0:00:05,9 km/h,294.0° true,12/4/2022 3:38,N51° 10.963' E71° 22.182',
242,353 m,2 m,0:00:20,0.3 km/h,265.6° true,12/4/2022 3:38,N51° 10.965' E71° 22.172',
243,354 m,34 m,0:00:06,20 km/h,289.1° true,12/4/2022 3:38,N51° 10.965' E71° 22.170',
244,354 m,72 m,0:00:06,43 km/h,288.9° true,12/4/2022 3:38,N51° 10.971' E71° 22.143',
245,354 m,115 m,0:00:07,59 km/h,292.9° true,12/4/2022 3:38,N51° 10.984' E71° 22.084',
246,354 m,258 m,0:00:15,62 km/h,291.0° true,12/4/2022 3:38,N51° 11.008' E71° 21.993',
247,352 m,362 m,0:00:21,62 km/h,291.4° true,12/4/2022 3:39,N51° 11.058' E71° 21.786',
248,352 m,264 m,0:00:16,59 km/h,291.3° true,12/4/2022 3:39,N51° 11.129' E71° 21.496',
249,353 m,39 m,0:00:05,28 km/h,291.6° true,12/4/2022 3:39,N51° 11.181' E71° 21.284',
250,351 m,10 m,0:00:06,6 km/h,289.0° true,12/4/2022 3:39,N51° 11.189' E71° 21.253',
251,349 m,1 m,0:00:22,0.2 km/h,104.2° true,12/4/2022 3:39,N51° 11.191' E71° 21.244',
252,353 m,26 m,0:00:05,19 km/h,290.3° true,12/4/2022 3:40,N51° 11.191' E71° 21.245',
253,353 m,74 m,0:00:07,38 km/h,291.0° true,12/4/2022 3:40,N51° 11.195' E71° 21.224',
254,352 m,128 m,0:00:09,51 km/h,291.3° true,12/4/2022 3:40,N51° 11.210' E71° 21.165',
255,351 m,201 m,0:00:14,52 km/h,291.4° true,12/4/2022 3:40,N51° 11.235' E71° 21.062',
256,349 m,128 m,0:00:10,46 km/h,291.1° true,12/4/2022 3:40,N51° 11.274' E71° 20.901',
257,349 m,148 m,0:00:10,53 km/h,290.9° true,12/4/2022 3:40,N51° 11.299' E71° 20.798',
258,351 m,285 m,0:00:18,57 km/h,291.2° true,12/4/2022 3:41,N51° 11.328' E71° 20.680',
259,351 m,187 m,0:00:12,56 km/h,291.0° true,12/4/2022 3:41,N51° 11.383' E71° 20.451',
260,350 m,190 m,0:00:12,57 km/h,291.9° true,12/4/2022 3:41,N51° 11.420' E71° 20.301',
261,349 m,173 m,0:00:11,57 km/h,291.0° true,12/4/2022 3:41,N51° 11.458' E71° 20.149',
262,349 m,141 m,0:00:09,57 km/h,291.1° true,12/4/2022 3:41,N51° 11.491' E71° 20.010',
263,347 m,187 m,0:00:12,56 km/h,291.7° true,12/4/2022 3:42,N51° 11.519' E71° 19.897',
264,346 m,113 m,0:00:09,45 km/h,291.8° true,12/4/2022 3:42,N51° 11.556' E71° 19.747',
265,345 m,82 m,0:00:09,33 km/h,291.5° true,12/4/2022 3:42,N51° 11.578' E71° 19.657',
266,342 m,70 m,0:00:09,28 km/h,290.5° true,12/4/2022 3:42,N51° 11.595' E71° 19.592',
267,343 m,106 m,0:00:09,42 km/h,290.6° true,12/4/2022 3:42,N51° 11.608' E71° 19.535',
268,346 m,123 m,0:00:08,55 km/h,290.4° true,12/4/2022 3:42,N51° 11.628' E71° 19.450',
269,349 m,180 m,0:00:11,59 km/h,291.5° true,12/4/2022 3:43,N51° 11.651' E71° 19.351',
270,350 m,167 m,0:00:09,67 km/h,298.3° true,12/4/2022 3:43,N51° 11.687' E71° 19.207',
271,350 m,187 m,0:00:09,75 km/h,307.3° true,12/4/2022 3:43,N51° 11.729' E71° 19.080',
272,351 m,426 m,0:00:20,77 km/h,308.0° true,12/4/2022 3:43,N51° 11.790' E71° 18.952',
273,355 m,320 m,0:00:15,77 km/h,307.9° true,12/4/2022 3:43,N51° 11.932' E71° 18.664',
274,357 m,213 m,0:00:10,77 km/h,306.7° true,12/4/2022 3:44,N51° 12.038' E71° 18.447',
275,357 m,275 m,0:00:13,76 km/h,307.2° true,12/4/2022 3:44,N51° 12.106' E71° 18.300',
276,357 m,573 m,0:00:27,76 km/h,306.9° true,12/4/2022 3:44,N51° 12.196' E71° 18.112',
277,357 m,276 m,0:00:13,76 km/h,306.9° true,12/4/2022 3:44,N51° 12.381' E71° 17.718',
278,355 m,382 m,0:00:18,76 km/h,306.9° true,12/4/2022 3:45,N51° 12.470' E71° 17.528',
279,356 m,151 m,0:00:08,68 km/h,306.9° true,12/4/2022 3:45,N51° 12.594' E71° 17.265',
280,356 m,220 m,0:00:14,56 km/h,307.0° true,12/4/2022 3:45,N51° 12.643' E71° 17.161',
281,355 m,175 m,0:00:10,63 km/h,306.8° true,12/4/2022 3:45,N51° 12.714' E71° 17.010',
282,355 m,221 m,0:00:11,72 km/h,307.0° true,12/4/2022 3:46,N51° 12.770' E71° 16.890',
283,355 m,471 m,0:00:22,77 km/h,306.9° true,12/4/2022 3:46,N51° 12.842' E71° 16.738',
284,353 m,361 m,0:00:16,81 km/h,306.9° true,12/4/2022 3:46,N51° 12.994' E71° 16.414',
285,351 m,407 m,0:00:18,81 km/h,305.8° true,12/4/2022 3:46,N51° 13.111' E71° 16.165',
286,353 m,203 m,0:00:09,81 km/h,295.8° true,12/4/2022 3:47,N51° 13.240' E71° 15.881',
287,353 m,272 m,0:00:12,82 km/h,291.6° true,12/4/2022 3:47,N51° 13.287' E71° 15.724',
288,351 m,244 m,0:00:11,80 km/h,291.7° true,12/4/2022 3:47,N51° 13.341' E71° 15.506',
