Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed.1,Leg speed.2,Leg course,Time,Position
1,227,m,1,m,12:00:44 AM,0.1,km/h,342.0° true,10/26/2021 9:11,N56° 44.954' E60° 48.238'
2,228,m,87,m,12:02:27 AM,2.1,km/h,186.2° true,10/26/2021 9:11,N56° 44.955' E60° 48.237'
3,268,m,38,m,12:00:24 AM,6,km/h,270.8° true,10/26/2021 9:14,N56° 44.908' E60° 48.228'
4,249,m,4,m,12:00:31 AM,0.5,km/h,328.1° true,10/26/2021 9:14,N56° 44.908' E60° 48.191'
5,246,m,6,m,12:00:22 AM,1,km/h,79.7° true,10/26/2021 9:15,N56° 44.910' E60° 48.189'
6,244,m,5,m,12:00:50 AM,0.4,km/h,309.1° true,10/26/2021 9:15,N56° 44.911' E60° 48.195'
7,243,m,2,m,12:00:34 AM,0.2,km/h,158.8° true,10/26/2021 9:16,N56° 44.913' E60° 48.191'
8,245,m,2,m,12:00:37 AM,0.2,km/h,324.1° true,10/26/2021 9:16,N56° 44.911' E60° 48.192'
9,244,m,12,m,12:00:21 AM,2.1,km/h,78.7° true,10/26/2021 9:17,N56° 44.912' E60° 48.190'
10,244,m,4,m,12:00:03 AM,5,km/h,106.3° true,10/26/2021 9:17,N56° 44.914' E60° 48.202'
11,244,m,41,m,12:00:21 AM,7,km/h,90.5° true,10/26/2021 9:17,N56° 44.913' E60° 48.206'
12,244,m,64,m,12:00:19 AM,12,km/h,90.6° true,10/26/2021 9:18,N56° 44.913' E60° 48.246'
13,244,m,52,m,12:00:17 AM,11,km/h,92.4° true,10/26/2021 9:18,N56° 44.913' E60° 48.309'
14,239,m,29,m,12:00:16 AM,7,km/h,120.8° true,10/26/2021 9:18,N56° 44.911' E60° 48.360'
15,234,m,37,m,12:00:12 AM,11,km/h,173.1° true,10/26/2021 9:19,N56° 44.903' E60° 48.385'
16,234,m,81,m,12:00:17 AM,17,km/h,181.8° true,10/26/2021 9:19,N56° 44.884' E60° 48.389'
17,237,m,56,m,12:00:17 AM,12,km/h,178.4° true,10/26/2021 9:19,N56° 44.840' E60° 48.387'
18,239,m,35,m,12:00:15 AM,8,km/h,133.0° true,10/26/2021 9:19,N56° 44.810' E60° 48.388'
19,239,m,75,m,12:00:19 AM,14,km/h,91.3° true,10/26/2021 9:20,N56° 44.797' E60° 48.413'
20,238,m,175,m,12:00:32 AM,20,km/h,89.7° true,10/26/2021 9:20,N56° 44.796' E60° 48.487'
21,238,m,280,m,12:00:48 AM,21,km/h,89.8° true,10/26/2021 9:20,N56° 44.797' E60° 48.659'
22,238,m,233,m,12:00:39 AM,22,km/h,90.2° true,10/26/2021 9:21,N56° 44.797' E60° 48.935'
23,239,m,108,m,12:00:24 AM,16,km/h,90.6° true,10/26/2021 9:22,N56° 44.797' E60° 49.164'
24,241,m,46,m,12:00:20 AM,8,km/h,116.1° true,10/26/2021 9:22,N56° 44.796' E60° 49.270'
25,242,m,66,m,12:00:16 AM,15,km/h,171.4° true,10/26/2021 9:23,N56° 44.785' E60° 49.310'
26,242,m,130,m,12:00:19 AM,25,km/h,180.2° true,10/26/2021 9:23,N56° 44.750' E60° 49.320'
27,240,m,184,m,12:00:25 AM,27,km/h,183.7° true,10/26/2021 9:23,N56° 44.680' E60° 49.320'
28,241,m,158,m,12:00:23 AM,25,km/h,184.1° true,10/26/2021 9:24,N56° 44.581' E60° 49.308'
29,241,m,90,m,12:00:19 AM,17,km/h,180.8° true,10/26/2021 9:24,N56° 44.496' E60° 49.297'
30,240,m,51,m,12:00:14 AM,13,km/h,128.9° true,10/26/2021 9:24,N56° 44.448' E60° 49.296'
31,243,m,116,m,12:00:24 AM,17,km/h,97.8° true,10/26/2021 9:25,N56° 44.431' E60° 49.335'
32,244,m,173,m,12:00:35 AM,18,km/h,96.6° true,10/26/2021 9:25,N56° 44.422' E60° 49.447'
33,247,m,81,m,12:00:25 AM,12,km/h,94.6° true,10/26/2021 9:26,N56° 44.411' E60° 49.616'
34,247,m,22,m,12:00:17 AM,5,km/h,73.5° true,10/26/2021 9:26,N56° 44.408' E60° 49.695'
35,249,m,4,m,12:00:05 AM,3.1,km/h,33.5° true,10/26/2021 9:26,N56° 44.411' E60° 49.716'
36,250,m,38,m,12:00:18 AM,8,km/h,328.6° true,10/26/2021 9:26,N56° 44.413' E60° 49.719'
37,249,m,45,m,12:00:17 AM,10,km/h,269.4° true,10/26/2021 9:27,N56° 44.431' E60° 49.699'
38,244,m,41,m,12:00:25 AM,6,km/h,266.3° true,10/26/2021 9:27,N56° 44.431' E60° 49.655'
39,241,m,72,m,12:00:18 AM,14,km/h,272.4° true,10/26/2021 9:27,N56° 44.429' E60° 49.615'
40,240,m,87,m,12:00:05 AM,63,km/h,273.6° true,10/26/2021 9:28,N56° 44.431' E60° 49.544'
41,240,m,153,m,12:00:05 AM,110,km/h,274.5° true,10/26/2021 9:28,N56° 44.434' E60° 49.459'
42,239,m,215,m,12:00:05 AM,155,km/h,273.2° true,10/26/2021 9:28,N56° 44.440' E60° 49.309'
43,237,m,274,m,12:00:05 AM,197,km/h,273.8° true,10/26/2021 9:28,N56° 44.447' E60° 49.098'
44,234,m,330,m,12:00:05 AM,238,km/h,274.2° true,10/26/2021 9:28,N56° 44.456' E60° 48.830'
45,233,m,382,m,12:00:05 AM,275,km/h,274.1° true,10/26/2021 9:28,N56° 44.469' E60° 48.506'
46,233,m,518,m,12:00:06 AM,311,km/h,273.8° true,10/26/2021 9:28,N56° 44.484' E60° 48.132'
47,236,m,998,m,12:00:11 AM,327,km/h,273.6° true,10/26/2021 9:28,N56° 44.503' E60° 47.624'
48,373,m,996,m,12:00:11 AM,326,km/h,271.4° true,10/26/2021 9:28,N56° 44.536' E60° 46.645'
49,534,m,1.2,km,12:00:13 AM,332,km/h,271.1° true,10/26/2021 9:29,N56° 44.550' E60° 45.666'
50,697,m,980,m,12:00:10 AM,353,km/h,271.9° true,10/26/2021 9:29,N56° 44.562' E60° 44.487'
51,769,m,937,m,12:00:09 AM,375,km/h,271.8° true,10/26/2021 9:29,N56° 44.579' E60° 43.524'
52,802,m,985,m,12:00:09 AM,394,km/h,272.6° true,10/26/2021 9:29,N56° 44.595' E60° 42.604'
53,845,m,901,m,12:00:08 AM,405,km/h,275.5° true,10/26/2021 9:29,N56° 44.619' E60° 41.637'
54,907,m,1.3,km,12:00:11 AM,413,km/h,277.3° true,10/26/2021 9:29,N56° 44.666' E60° 40.756'
55,1042,m,1.4,km,12:00:12 AM,424,km/h,277.2° true,10/26/2021 9:30,N56° 44.752' E60° 39.525'
56,1160,m,1.5,km,12:00:12 AM,440,km/h,276.7° true,10/26/2021 9:30,N56° 44.848' E60° 38.145'
57,1279,m,1.5,km,12:00:12 AM,455,km/h,277.5° true,10/26/2021 9:30,N56° 44.940' E60° 36.713'
58,1388,m,1.7,km,12:00:13 AM,466,km/h,277.6° true,10/26/2021 9:30,N56° 45.047' E60° 35.236'
59,1532,m,2,km,12:00:15 AM,475,km/h,277.4° true,10/26/2021 9:30,N56° 45.167' E60° 33.595'
60,1720,m,1.7,km,12:00:13 AM,482,km/h,276.7° true,10/26/2021 9:31,N56° 45.303' E60° 31.665'
61,1846,m,1.4,km,12:00:10 AM,499,km/h,277.4° true,10/26/2021 9:31,N56° 45.412' E60° 29.964'
62,1911,m,1.7,km,12:00:12 AM,507,km/h,278.0° true,10/26/2021 9:31,N56° 45.508' E60° 28.613'
63,2056,m,2.1,km,12:00:15 AM,513,km/h,277.8° true,10/26/2021 9:31,N56° 45.635' E60° 26.966'
64,2263,m,2,km,12:00:14 AM,517,km/h,277.4° true,10/26/2021 9:32,N56° 45.791' E60° 24.883'
65,2447,m,2.3,km,12:00:16 AM,520,km/h,277.7° true,10/26/2021 9:32,N56° 45.931' E60° 22.923'
66,2671,m,1.9,km,12:00:13 AM,527,km/h,277.4° true,10/26/2021 9:32,N56° 46.097' E60° 20.670'
67,2828,m,1.9,km,12:00:13 AM,533,km/h,276.8° true,10/26/2021 9:32,N56° 46.229' E60° 18.814'
68,2957,m,2,km,12:00:13 AM,543,km/h,276.7° true,10/26/2021 9:32,N56° 46.351' E60° 16.935'
69,3079,m,2.3,km,12:00:15 AM,551,km/h,277.2° true,10/26/2021 9:33,N56° 46.475' E60° 15.019'
70,3252,m,2,km,12:00:13 AM,559,km/h,277.2° true,10/26/2021 9:33,N56° 46.630' E60° 12.780'
71,3381,m,1.7,km,12:00:11 AM,571,km/h,277.0° true,10/26/2021 9:33,N56° 46.765' E60° 10.809'
72,3467,m,2.3,km,12:00:14 AM,584,km/h,277.3° true,10/26/2021 9:33,N56° 46.880' E60° 09.106'
73,3597,m,2.2,km,12:00:13 AM,596,km/h,277.0° true,10/26/2021 9:34,N56° 47.036' E60° 06.890'
74,3719,m,2.2,km,12:00:13 AM,606,km/h,276.7° true,10/26/2021 9:34,N56° 47.177' E60° 04.786'
75,3834,m,2.1,km,12:00:12 AM,617,km/h,277.0° true,10/26/2021 9:34,N56° 47.315' E60° 02.649'
76,3936,m,1.7,km,12:00:10 AM,630,km/h,277.1° true,10/26/2021 9:34,N56° 47.450' E60° 00.640'
77,4019,m,2.3,km,12:00:13 AM,637,km/h,276.9° true,10/26/2021 9:34,N56° 47.567' E59° 58.932'
78,4167,m,2.5,km,12:00:14 AM,640,km/h,276.8° true,10/26/2021 9:35,N56° 47.715' E59° 56.685'
79,4341,m,2,km,12:00:11 AM,640,km/h,277.1° true,10/26/2021 9:35,N56° 47.873' E59° 54.252'
80,4486,m,2.1,km,12:00:12 AM,642,km/h,276.7° true,10/26/2021 9:35,N56° 48.003' E59° 52.341'
81,4619,m,2.5,km,12:00:14 AM,646,km/h,276.7° true,10/26/2021 9:35,N56° 48.137' E59° 50.250'
82,4776,m,2.7,km,12:00:15 AM,651,km/h,276.8° true,10/26/2021 9:35,N56° 48.295' E59° 47.792'
83,4941,m,2.5,km,12:00:14 AM,656,km/h,276.9° true,10/26/2021 9:36,N56° 48.468' E59° 45.142'
84,5092,m,2,km,12:00:11 AM,659,km/h,276.8° true,10/26/2021 9:36,N56° 48.632' E59° 42.649'
85,5204,m,2.4,km,12:00:13 AM,663,km/h,276.7° true,10/26/2021 9:36,N56° 48.760' E59° 40.680'
86,5336,m,2.2,km,12:00:12 AM,666,km/h,276.6° true,10/26/2021 9:36,N56° 48.911' E59° 38.339'
87,5451,m,1.7,km,12:00:09 AM,669,km/h,276.4° true,10/26/2021 9:37,N56° 49.048' E59° 36.167'
88,5535,m,2.8,km,12:00:15 AM,673,km/h,276.6° true,10/26/2021 9:37,N56° 49.149' E59° 34.530'
89,5685,m,2.4,km,12:00:13 AM,676,km/h,276.5° true,10/26/2021 9:37,N56° 49.323' E59° 31.786'
90,5814,m,2.1,km,12:00:11 AM,679,km/h,276.4° true,10/26/2021 9:37,N56° 49.471' E59° 29.397'
91,5909,m,2.7,km,12:00:14 AM,682,km/h,276.6° true,10/26/2021 9:37,N56° 49.595' E59° 27.367'
92,6039,m,2.9,km,12:00:15 AM,687,km/h,276.4° true,10/26/2021 9:38,N56° 49.759' E59° 24.771'
93,6182,m,2.5,km,12:00:13 AM,691,km/h,276.4° true,10/26/2021 9:38,N56° 49.931' E59° 21.970'
94,6296,m,2.7,km,12:00:14 AM,696,km/h,276.4° true,10/26/2021 9:38,N56° 50.080' E59° 19.527'
95,6404,m,2.5,km,12:00:13 AM,701,km/h,276.4° true,10/26/2021 9:38,N56° 50.241' E59° 16.875'
96,6505,m,2.7,km,12:00:14 AM,706,km/h,276.2° true,10/26/2021 9:38,N56° 50.392' E59° 14.395'
97,6610,m,3,km,12:00:15 AM,711,km/h,276.2° true,10/26/2021 9:39,N56° 50.552' E59° 11.706'
98,6721,m,2.6,km,12:00:13 AM,715,km/h,276.0° true,10/26/2021 9:39,N56° 50.725' E59° 08.803'
99,6821,m,2.2,km,12:00:11 AM,719,km/h,274.9° true,10/26/2021 9:39,N56° 50.871' E59° 06.273'
100,6905,m,2,km,12:00:10 AM,723,km/h,273.7° true,10/26/2021 9:39,N56° 50.971' E59° 04.116'
101,6982,m,2,km,12:00:10 AM,726,km/h,272.7° true,10/26/2021 9:40,N56° 51.040' E59° 02.141'
102,7062,m,2.4,km,12:00:12 AM,728,km/h,272.0° true,10/26/2021 9:40,N56° 51.091' E59° 00.154'
103,7156,m,3,km,12:00:15 AM,731,km/h,272.0° true,10/26/2021 9:40,N56° 51.136' E58° 57.763'
104,7271,m,2.5,km,12:00:12 AM,735,km/h,271.9° true,10/26/2021 9:40,N56° 51.193' E58° 54.761'
105,7352,m,2.5,km,12:00:12 AM,738,km/h,271.8° true,10/26/2021 9:40,N56° 51.236' E58° 52.346'
106,7425,m,2.3,km,12:00:11 AM,742,km/h,271.8° true,10/26/2021 9:41,N56° 51.277' E58° 49.922'
107,7495,m,2.5,km,12:00:12 AM,744,km/h,271.7° true,10/26/2021 9:41,N56° 51.314' E58° 47.689'
108,7573,m,2.5,km,12:00:12 AM,747,km/h,271.8° true,10/26/2021 9:41,N56° 51.354' E58° 45.244'
109,7654,m,2.5,km,12:00:12 AM,751,km/h,271.7° true,10/26/2021 9:41,N56° 51.396' E58° 42.790'
110,7726,m,2.7,km,12:00:13 AM,754,km/h,271.8° true,10/26/2021 9:41,N56° 51.437' E58° 40.323'
111,7815,m,2.9,km,12:00:14 AM,758,km/h,271.7° true,10/26/2021 9:42,N56° 51.481' E58° 37.642'
112,7906,m,2.8,km,12:00:13 AM,763,km/h,271.8° true,10/26/2021 9:42,N56° 51.528' E58° 34.737'
113,7987,m,2.3,km,12:00:11 AM,766,km/h,271.7° true,10/26/2021 9:42,N56° 51.575' E58° 32.023'
114,8058,m,3,km,12:00:14 AM,769,km/h,271.5° true,10/26/2021 9:42,N56° 51.612' E58° 29.717'
115,8138,m,2.4,km,12:00:11 AM,773,km/h,271.5° true,10/26/2021 9:42,N56° 51.655' E58° 26.768'
116,8201,m,2.8,km,12:00:13 AM,776,km/h,271.4° true,10/26/2021 9:43,N56° 51.687' E58° 24.442'
117,8262,m,3,km,12:00:14 AM,779,km/h,271.3° true,10/26/2021 9:43,N56° 51.723' E58° 21.680'
118,8342,m,2.6,km,12:00:12 AM,782,km/h,271.4° true,10/26/2021 9:43,N56° 51.760' E58° 18.693'
119,8419,m,3.3,km,12:00:15 AM,785,km/h,271.4° true,10/26/2021 9:43,N56° 51.794' E58° 16.123'
120,8507,m,3.3,km,12:00:15 AM,788,km/h,271.4° true,10/26/2021 9:43,N56° 51.838' E58° 12.897'
121,8588,m,2.4,km,12:00:11 AM,792,km/h,271.3° true,10/26/2021 9:44,N56° 51.880' E58° 09.660'
122,8638,m,2.9,km,12:00:13 AM,794,km/h,271.2° true,10/26/2021 9:44,N56° 51.909' E58° 07.276'
123,8697,m,2.7,km,12:00:12 AM,798,km/h,271.1° true,10/26/2021 9:44,N56° 51.941' E58° 04.448'
124,8747,m,2.7,km,12:00:12 AM,801,km/h,271.2° true,10/26/2021 9:44,N56° 51.967' E58° 01.826'
125,8802,m,3.1,km,12:00:14 AM,802,km/h,271.0° true,10/26/2021 9:45,N56° 51.997' E57° 59.195'
126,8841,m,3.1,km,12:00:14 AM,803,km/h,271.1° true,10/26/2021 9:45,N56° 52.026' E57° 56.118'
127,8847,m,2.7,km,12:00:12 AM,800,km/h,271.1° true,10/26/2021 9:45,N56° 52.058' E57° 53.039'
128,8849,m,3.1,km,12:00:14 AM,799,km/h,271.0° true,10/26/2021 9:45,N56° 52.085' E57° 50.409'
129,8849,m,2.7,km,12:00:12 AM,799,km/h,270.9° true,10/26/2021 9:45,N56° 52.113' E57° 47.346'
130,8849,m,3.1,km,12:00:14 AM,799,km/h,270.9° true,10/26/2021 9:46,N56° 52.135' E57° 44.721'
131,8846,m,2.7,km,12:00:12 AM,799,km/h,270.9° true,10/26/2021 9:46,N56° 52.161' E57° 41.658'
132,8847,m,3.3,km,12:00:15 AM,798,km/h,270.8° true,10/26/2021 9:46,N56° 52.183' E57° 39.033'
133,8847,m,2.7,km,12:00:12 AM,798,km/h,270.9° true,10/26/2021 9:46,N56° 52.209' E57° 35.754'
134,8853,m,2.7,km,12:00:12 AM,798,km/h,270.7° true,10/26/2021 9:47,N56° 52.230' E57° 33.130'
135,8852,m,2.7,km,12:00:12 AM,799,km/h,270.6° true,10/26/2021 9:47,N56° 52.249' E57° 30.505'
136,8845,m,2.7,km,12:00:12 AM,800,km/h,270.5° true,10/26/2021 9:47,N56° 52.262' E57° 27.878'
137,8837,m,2.4,km,12:00:11 AM,799,km/h,270.6° true,10/26/2021 9:47,N56° 52.274' E57° 25.250'
138,8837,m,2.9,km,12:00:13 AM,800,km/h,270.6° true,10/26/2021 9:47,N56° 52.289' E57° 22.841'
139,8841,m,2.9,km,12:00:13 AM,801,km/h,270.6° true,10/26/2021 9:48,N56° 52.306' E57° 19.993'
140,8845,m,2.7,km,12:00:12 AM,802,km/h,270.6° true,10/26/2021 9:48,N56° 52.323' E57° 17.141'
141,8847,m,2.7,km,12:00:12 AM,802,km/h,270.5° true,10/26/2021 9:48,N56° 52.336' E57° 14.506'
142,8847,m,2.9,km,12:00:13 AM,801,km/h,270.5° true,10/26/2021 9:48,N56° 52.348' E57° 11.871'
143,8846,m,2.7,km,12:00:12 AM,802,km/h,270.4° true,10/26/2021 9:48,N56° 52.362' E57° 09.017'
144,8850,m,2.7,km,12:00:12 AM,803,km/h,270.4° true,10/26/2021 9:49,N56° 52.372' E57° 06.381'
145,8851,m,3.1,km,12:00:14 AM,803,km/h,270.3° true,10/26/2021 9:49,N56° 52.382' E57° 03.743'
146,8846,m,3.4,km,12:00:15 AM,804,km/h,270.3° true,10/26/2021 9:49,N56° 52.390' E57° 00.662'
147,8845,m,2.5,km,12:00:11 AM,806,km/h,270.3° true,10/26/2021 9:49,N56° 52.399' E56° 57.356'
148,8847,m,3.1,km,12:00:14 AM,806,km/h,270.2° true,10/26/2021 9:49,N56° 52.405' E56° 54.928'
149,8849,m,2.9,km,12:00:13 AM,806,km/h,270.1° true,10/26/2021 9:50,N56° 52.410' E56° 51.838'
150,8845,m,3.1,km,12:00:14 AM,807,km/h,270.1° true,10/26/2021 9:50,N56° 52.411' E56° 48.967'
151,8844,m,2.7,km,12:00:12 AM,807,km/h,270.0° true,10/26/2021 9:50,N56° 52.412' E56° 45.872'
152,8843,m,3.1,km,12:00:14 AM,807,km/h,270.1° true,10/26/2021 9:50,N56° 52.411' E56° 43.218'
153,8843,m,3.1,km,12:00:14 AM,809,km/h,270.2° true,10/26/2021 9:51,N56° 52.415' E56° 40.121'
154,8852,m,3.2,km,12:00:14 AM,810,km/h,270.0° true,10/26/2021 9:51,N56° 52.421' E56° 37.019'
155,8852,m,2.9,km,12:00:13 AM,811,km/h,269.9° true,10/26/2021 9:51,N56° 52.421' E56° 33.911'
156,8854,m,2.5,km,12:00:11 AM,812,km/h,270.0° true,10/26/2021 9:51,N56° 52.418' E56° 31.023'
157,8861,m,2.7,km,12:00:12 AM,812,km/h,269.9° true,10/26/2021 9:51,N56° 52.419' E56° 28.576'
158,8864,m,2.5,km,12:00:11 AM,813,km/h,270.4° true,10/26/2021 9:52,N56° 52.417' E56° 25.905'
159,8862,m,2.9,km,12:00:13 AM,813,km/h,271.2° true,10/26/2021 9:52,N56° 52.425' E56° 23.455'
160,8863,m,2.7,km,12:00:12 AM,813,km/h,271.4° true,10/26/2021 9:52,N56° 52.456' E56° 20.561'
161,8861,m,2.9,km,12:00:13 AM,813,km/h,271.4° true,10/26/2021 9:52,N56° 52.491' E56° 17.890'
162,8861,m,2.7,km,12:00:12 AM,812,km/h,271.3° true,10/26/2021 9:52,N56° 52.528' E56° 14.994'
163,8860,m,2.5,km,12:00:11 AM,810,km/h,271.1° true,10/26/2021 9:53,N56° 52.560' E56° 12.324'
164,8858,m,2.9,km,12:00:13 AM,809,km/h,271.0° true,10/26/2021 9:53,N56° 52.585' E56° 09.883'
165,8859,m,3.1,km,12:00:14 AM,809,km/h,270.9° true,10/26/2021 9:53,N56° 52.611' E56° 07.001'
166,8859,m,2.2,km,12:00:10 AM,809,km/h,270.9° true,10/26/2021 9:53,N56° 52.636' E56° 03.898'
167,8862,m,2.9,km,12:00:13 AM,809,km/h,270.8° true,10/26/2021 9:53,N56° 52.655' E56° 01.682'
168,8864,m,2.9,km,12:00:13 AM,807,km/h,270.7° true,10/26/2021 9:54,N56° 52.676' E55° 58.802'
169,8865,m,3.1,km,12:00:14 AM,805,km/h,270.7° true,10/26/2021 9:54,N56° 52.695' E55° 55.929'
170,8867,m,2,km,12:00:09 AM,805,km/h,269.6° true,10/26/2021 9:54,N56° 52.714' E55° 52.840'
171,8867,m,2.7,km,12:00:12 AM,808,km/h,268.6° true,10/26/2021 9:54,N56° 52.707' E55° 50.854'
172,8865,m,3.6,km,12:00:16 AM,810,km/h,268.2° true,10/26/2021 9:54,N56° 52.670' E55° 48.199'
173,8867,m,2.7,km,12:00:12 AM,811,km/h,268.1° true,10/26/2021 9:55,N56° 52.608' E55° 44.651'
174,8872,m,3.4,km,12:00:15 AM,812,km/h,268.2° true,10/26/2021 9:55,N56° 52.560' E55° 41.987'
175,8876,m,3.6,km,12:00:16 AM,814,km/h,268.4° true,10/26/2021 9:55,N56° 52.502' E55° 38.654'
176,8875,m,2.7,km,12:00:12 AM,815,km/h,268.4° true,10/26/2021 9:55,N56° 52.446' E55° 35.088'
177,8875,m,3.2,km,12:00:14 AM,816,km/h,268.5° true,10/26/2021 9:56,N56° 52.404' E55° 32.410'
178,8872,m,3.4,km,12:00:15 AM,815,km/h,268.5° true,10/26/2021 9:56,N56° 52.357' E55° 29.283'
179,8873,m,3.4,km,12:00:15 AM,815,km/h,268.4° true,10/26/2021 9:56,N56° 52.307' E55° 25.934'
180,8871,m,3.2,km,12:00:14 AM,815,km/h,268.5° true,10/26/2021 9:56,N56° 52.257' E55° 22.585'
181,8873,m,2.9,km,12:00:13 AM,815,km/h,268.5° true,10/26/2021 9:57,N56° 52.212' E55° 19.461'
182,8879,m,3.2,km,12:00:14 AM,814,km/h,268.5° true,10/26/2021 9:57,N56° 52.171' E55° 16.561'
183,8883,m,3.2,km,12:00:14 AM,814,km/h,268.3° true,10/26/2021 9:57,N56° 52.125' E55° 13.441'
184,8883,m,2.9,km,12:00:13 AM,814,km/h,268.3° true,10/26/2021 9:57,N56° 52.074' E55° 10.320'
185,8884,m,2.9,km,12:00:13 AM,814,km/h,268.2° true,10/26/2021 9:57,N56° 52.025' E55° 07.422'
186,8887,m,2.7,km,12:00:12 AM,815,km/h,268.1° true,10/26/2021 9:58,N56° 51.976' E55° 04.524'
187,8886,m,2.9,km,12:00:13 AM,815,km/h,268.1° true,10/26/2021 9:58,N56° 51.928' E55° 01.848'
188,8887,m,3.2,km,12:00:14 AM,815,km/h,268.0° true,10/26/2021 9:58,N56° 51.873' E54° 58.947'
189,8887,m,3.4,km,12:00:15 AM,816,km/h,267.9° true,10/26/2021 9:58,N56° 51.814' E54° 55.823'
190,8877,m,3.2,km,12:00:14 AM,814,km/h,268.0° true,10/26/2021 9:59,N56° 51.746' E54° 52.475'
191,8877,m,3.2,km,12:00:14 AM,815,km/h,268.0° true,10/26/2021 9:59,N56° 51.685' E54° 49.355'
192,8881,m,3.4,km,12:00:15 AM,815,km/h,268.0° true,10/26/2021 9:59,N56° 51.624' E54° 46.233'
193,8887,m,3.4,km,12:00:15 AM,816,km/h,267.8° true,10/26/2021 9:59,N56° 51.560' E54° 42.886'
194,8887,m,3.4,km,12:00:15 AM,818,km/h,267.7° true,10/26/2021 10:00,N56° 51.490' E54° 39.535'
195,8885,m,2.7,km,12:00:12 AM,819,km/h,267.8° true,10/26/2021 10:00,N56° 51.415' E54° 36.179'
196,8882,m,3,km,12:00:13 AM,819,km/h,268.5° true,10/26/2021 10:00,N56° 51.358' E54° 33.492'
197,8880,m,3.4,km,12:00:15 AM,819,km/h,269.0° true,10/26/2021 10:00,N56° 51.316' E54° 30.579'
198,8884,m,3.4,km,12:00:15 AM,820,km/h,268.9° true,10/26/2021 10:00,N56° 51.284' E54° 27.217'
199,8888,m,2,km,12:00:09 AM,819,km/h,268.8° true,10/26/2021 10:01,N56° 51.249' E54° 23.851'
200,8886,m,3.4,km,12:00:15 AM,820,km/h,268.7° true,10/26/2021 10:01,N56° 51.225' E54° 21.832'
201,8892,m,2.7,km,12:00:12 AM,821,km/h,268.7° true,10/26/2021 10:01,N56° 51.183' E54° 18.465'
202,8900,m,3.4,km,12:00:15 AM,823,km/h,268.4° true,10/26/2021 10:01,N56° 51.147' E54° 15.769'
203,8899,m,2.7,km,12:00:12 AM,823,km/h,268.4° true,10/26/2021 10:02,N56° 51.095' E54° 12.392'
204,8895,m,3,km,12:00:13 AM,823,km/h,268.3° true,10/26/2021 10:02,N56° 51.053' E54° 09.690'
205,8895,m,2.7,km,12:00:12 AM,823,km/h,268.2° true,10/26/2021 10:02,N56° 51.004' E54° 06.762'
206,8900,m,3,km,12:00:13 AM,821,km/h,267.7° true,10/26/2021 10:02,N56° 50.956' E54° 04.060'
207,8905,m,2.5,km,12:00:11 AM,821,km/h,267.4° true,10/26/2021 10:02,N56° 50.892' E54° 01.140'
208,8904,m,3.6,km,12:00:16 AM,821,km/h,267.4° true,10/26/2021 10:03,N56° 50.830' E53° 58.671'
209,8909,m,3.6,km,12:00:16 AM,820,km/h,267.3° true,10/26/2021 10:03,N56° 50.742' E53° 55.079'
210,8913,m,3.6,km,12:00:16 AM,819,km/h,267.2° true,10/26/2021 10:03,N56° 50.649' E53° 51.493'
211,8907,m,3.6,km,12:00:16 AM,818,km/h,267.3° true,10/26/2021 10:03,N56° 50.553' E53° 47.912'
212,8907,m,3.4,km,12:00:15 AM,818,km/h,267.4° true,10/26/2021 10:04,N56° 50.460' E53° 44.331'
213,8915,m,3.4,km,12:00:15 AM,819,km/h,267.4° true,10/26/2021 10:04,N56° 50.377' E53° 40.975'
214,8921,m,3,km,12:00:13 AM,819,km/h,267.3° true,10/26/2021 10:04,N56° 50.292' E53° 37.616'
215,8925,m,3.4,km,12:00:15 AM,821,km/h,267.2° true,10/26/2021 10:04,N56° 50.216' E53° 34.703'
216,8922,m,2.7,km,12:00:12 AM,822,km/h,267.8° true,10/26/2021 10:05,N56° 50.125' E53° 31.338'
217,8916,m,2.7,km,12:00:12 AM,822,km/h,268.7° true,10/26/2021 10:05,N56° 50.068' E53° 28.641'
218,8915,m,2.7,km,12:00:12 AM,822,km/h,269.3° true,10/26/2021 10:05,N56° 50.033' E53° 25.942'
219,8910,m,2.7,km,12:00:12 AM,821,km/h,270.0° true,10/26/2021 10:05,N56° 50.013' E53° 23.244'
220,8905,m,2.7,km,12:00:12 AM,820,km/h,270.3° true,10/26/2021 10:05,N56° 50.013' E53° 20.546'
221,8913,m,3.2,km,12:00:14 AM,820,km/h,270.1° true,10/26/2021 10:06,N56° 50.020' E53° 17.852'
222,8913,m,3,km,12:00:13 AM,820,km/h,270.0° true,10/26/2021 10:06,N56° 50.021' E53° 14.710'
223,8912,m,2.7,km,12:00:12 AM,819,km/h,270.0° true,10/26/2021 10:06,N56° 50.021' E53° 11.794'
224,8914,m,3.2,km,12:00:14 AM,819,km/h,269.9° true,10/26/2021 10:06,N56° 50.020' E53° 09.103'
225,8917,m,2.7,km,12:00:12 AM,819,km/h,270.0° true,10/26/2021 10:07,N56° 50.016' E53° 05.965'
226,8921,m,3,km,12:00:13 AM,819,km/h,269.8° true,10/26/2021 10:07,N56° 50.015' E53° 03.274'
227,8921,m,3,km,12:00:13 AM,819,km/h,269.9° true,10/26/2021 10:07,N56° 50.010' E53° 00.359'
