Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed.1,Leg speed.2,Leg course,Time,Position
1074,9645,m,2.5,km,12:00:12 AM,748,km/h,247.5° true,10/26/2021 13:11,N54° 46.832' E14° 19.623'
1075,9652,m,2.5,km,12:00:12 AM,749,km/h,247.3° true,10/26/2021 13:12,N54° 46.317' E14° 17.471'
1076,9651,m,2.7,km,12:00:13 AM,749,km/h,247.3° true,10/26/2021 13:12,N54° 45.797' E14° 15.321'
1077,9651,m,3.1,km,12:00:15 AM,749,km/h,247.3° true,10/26/2021 13:12,N54° 45.235' E14° 12.991'
1078,9655,m,2.9,km,12:00:14 AM,749,km/h,247.2° true,10/26/2021 13:12,N54° 44.585' E14° 10.304'
1079,9652,m,2.5,km,12:00:12 AM,748,km/h,247.3° true,10/26/2021 13:12,N54° 43.976' E14° 07.796'
1080,9658,m,1.9,km,12:00:09 AM,748,km/h,247.2° true,10/26/2021 13:13,N54° 43.457' E14° 05.648'
1081,9665,m,2.9,km,12:00:14 AM,750,km/h,247.3° true,10/26/2021 13:13,N54° 43.067' E14° 04.040'
1082,9667,m,2.9,km,12:00:14 AM,751,km/h,247.0° true,10/26/2021 13:13,N54° 42.459' E14° 01.531'
1083,9661,m,3.1,km,12:00:15 AM,752,km/h,247.0° true,10/26/2021 13:13,N54° 41.844' E13° 59.024'
1084,9661,m,3.1,km,12:00:15 AM,755,km/h,247.0° true,10/26/2021 13:14,N54° 41.184' E13° 56.334'
1085,9657,m,2.1,km,12:00:10 AM,757,km/h,247.7° true,10/26/2021 13:14,N54° 40.522' E13° 53.636'
1086,9657,m,2.3,km,12:00:11 AM,760,km/h,249.4° true,10/26/2021 13:14,N54° 40.092' E13° 51.822'
1087,9652,m,2.3,km,12:00:11 AM,762,km/h,250.6° true,10/26/2021 13:14,N54° 39.651' E13° 49.796'
1088,9646,m,2.3,km,12:00:11 AM,763,km/h,251.9° true,10/26/2021 13:14,N54° 39.233' E13° 47.750'
1089,9650,m,2.3,km,12:00:11 AM,766,km/h,252.8° true,10/26/2021 13:14,N54° 38.843' E13° 45.684'
1090,9653,m,2.6,km,12:00:12 AM,767,km/h,253.9° true,10/26/2021 13:15,N54° 38.471' E13° 43.603'
1091,9652,m,2.8,km,12:00:13 AM,769,km/h,253.6° true,10/26/2021 13:15,N54° 38.088' E13° 41.314'
1092,9645,m,2.6,km,12:00:12 AM,770,km/h,253.1° true,10/26/2021 13:15,N54° 37.665' E13° 38.836'
1093,9636,m,3.2,km,12:00:15 AM,771,km/h,253.3° true,10/26/2021 13:15,N54° 37.263' E13° 36.549'
1094,9639,m,3,km,12:00:14 AM,773,km/h,253.1° true,10/26/2021 13:16,N54° 36.766' E13° 33.686'
1095,9634,m,2.8,km,12:00:13 AM,775,km/h,253.3° true,10/26/2021 13:16,N54° 36.295' E13° 31.009'
1096,9635,m,2.6,km,12:00:12 AM,775,km/h,253.1° true,10/26/2021 13:16,N54° 35.860' E13° 28.516'
1097,9638,m,3.4,km,12:00:16 AM,775,km/h,253.0° true,10/26/2021 13:16,N54° 35.455' E13° 26.217'
1098,9634,m,2.6,km,12:00:12 AM,777,km/h,253.0° true,10/26/2021 13:16,N54° 34.912' E13° 23.155'
1099,9630,m,2.6,km,12:00:12 AM,779,km/h,253.0° true,10/26/2021 13:17,N54° 34.503' E13° 20.851'
1100,9629,m,2.8,km,12:00:13 AM,780,km/h,253.1° true,10/26/2021 13:17,N54° 34.093' E13° 18.542'
1101,9633,m,2.8,km,12:00:13 AM,781,km/h,252.8° true,10/26/2021 13:17,N54° 33.651' E13° 16.039'
1102,9630,m,3.3,km,12:00:15 AM,782,km/h,252.8° true,10/26/2021 13:17,N54° 33.202' E13° 13.535'
1103,9626,m,2.8,km,12:00:13 AM,786,km/h,252.7° true,10/26/2021 13:18,N54° 32.682' E13° 10.643'
1104,9617,m,2.6,km,12:00:12 AM,788,km/h,252.7° true,10/26/2021 13:18,N54° 32.228' E13° 08.126'
1105,9613,m,3.9,km,12:00:18 AM,789,km/h,252.9° true,10/26/2021 13:18,N54° 31.807' E13° 05.797'
1106,9618,m,2.8,km,12:00:13 AM,788,km/h,252.8° true,10/26/2021 13:18,N54° 31.179' E13° 02.294'
1107,9620,m,2.6,km,12:00:12 AM,789,km/h,252.8° true,10/26/2021 13:18,N54° 30.725' E12° 59.771'
1108,9625,m,3.5,km,12:00:16 AM,790,km/h,252.7° true,10/26/2021 13:19,N54° 30.305' E12° 57.439'
1109,9621,m,2.9,km,12:00:13 AM,792,km/h,252.5° true,10/26/2021 13:19,N54° 29.740' E12° 54.329'
1110,9617,m,3.1,km,12:00:14 AM,793,km/h,252.7° true,10/26/2021 13:19,N54° 29.277' E12° 51.798'
1111,9620,m,3.1,km,12:00:14 AM,794,km/h,252.6° true,10/26/2021 13:19,N54° 28.781' E12° 49.067'
1112,9617,m,2.6,km,12:00:12 AM,794,km/h,252.5° true,10/26/2021 13:20,N54° 28.283' E12° 46.336'
1113,9612,m,2.9,km,12:00:13 AM,795,km/h,252.4° true,10/26/2021 13:20,N54° 27.854' E12° 43.994'
1114,9607,m,3.3,km,12:00:15 AM,794,km/h,252.6° true,10/26/2021 13:20,N54° 27.386' E12° 41.458'
1115,9613,m,2,km,12:00:09 AM,793,km/h,251.2° true,10/26/2021 13:20,N54° 26.852' E12° 38.534'
1116,9623,m,2.9,km,12:00:13 AM,792,km/h,250.0° true,10/26/2021 13:20,N54° 26.508' E12° 36.795'
1117,9633,m,2.6,km,12:00:12 AM,795,km/h,249.6° true,10/26/2021 13:21,N54° 25.979' E12° 34.303'
1118,9635,m,2.9,km,12:00:13 AM,797,km/h,249.4° true,10/26/2021 13:21,N54° 25.480' E12° 32.003'
1119,9631,m,3.6,km,12:00:16 AM,799,km/h,249.6° true,10/26/2021 13:21,N54° 24.935' E12° 29.507'
1120,9632,m,3.3,km,12:00:15 AM,801,km/h,249.7° true,10/26/2021 13:21,N54° 24.266' E12° 26.424'
1121,9634,m,2.9,km,12:00:13 AM,802,km/h,249.9° true,10/26/2021 13:22,N54° 23.641' E12° 23.527'
1122,9632,m,2.9,km,12:00:13 AM,803,km/h,249.7° true,10/26/2021 13:22,N54° 23.103' E12° 21.010'
1123,9625,m,3.1,km,12:00:14 AM,803,km/h,249.9° true,10/26/2021 13:22,N54° 22.560' E12° 18.493'
1124,9619,m,3.6,km,12:00:16 AM,803,km/h,250.2° true,10/26/2021 13:22,N54° 21.982' E12° 15.781'
1125,9628,m,3.3,km,12:00:15 AM,804,km/h,250.2° true,10/26/2021 13:23,N54° 21.328' E12° 12.675'
1126,9639,m,3.1,km,12:00:14 AM,806,km/h,249.9° true,10/26/2021 13:23,N54° 20.715' E12° 09.762'
1127,9636,m,3.4,km,12:00:15 AM,806,km/h,249.9° true,10/26/2021 13:23,N54° 20.134' E12° 07.041'
1128,9639,m,3.4,km,12:00:15 AM,807,km/h,249.8° true,10/26/2021 13:23,N54° 19.511' E12° 04.127'
1129,9637,m,2.9,km,12:00:13 AM,805,km/h,249.8° true,10/26/2021 13:24,N54° 18.884' E12° 01.213'
1130,9637,m,2.9,km,12:00:13 AM,805,km/h,249.7° true,10/26/2021 13:24,N54° 18.342' E11° 58.692'
1131,9637,m,2.7,km,12:00:12 AM,806,km/h,249.7° true,10/26/2021 13:24,N54° 17.798' E11° 56.174'
1132,9638,m,2.7,km,12:00:12 AM,808,km/h,249.8° true,10/26/2021 13:24,N54° 17.297' E11° 53.848'
1133,9639,m,3.6,km,12:00:16 AM,811,km/h,249.6° true,10/26/2021 13:24,N54° 16.795' E11° 51.514'
1134,9634,m,3.4,km,12:00:15 AM,812,km/h,249.5° true,10/26/2021 13:25,N54° 16.117' E11° 48.397'
1135,9631,m,3.2,km,12:00:14 AM,813,km/h,249.4° true,10/26/2021 13:25,N54° 15.476' E11° 45.472'
1136,9626,m,2.7,km,12:00:12 AM,813,km/h,249.5° true,10/26/2021 13:25,N54° 14.876' E11° 42.742'
1137,9623,m,2.9,km,12:00:13 AM,815,km/h,249.5° true,10/26/2021 13:25,N54° 14.363' E11° 40.400'
1138,9628,m,3.6,km,12:00:16 AM,818,km/h,249.4° true,10/26/2021 13:26,N54° 13.806' E11° 37.860'
1139,9634,m,4.1,km,12:00:18 AM,821,km/h,249.3° true,10/26/2021 13:26,N54° 13.117' E11° 34.721'
1140,9636,m,3.9,km,12:00:17 AM,823,km/h,249.3° true,10/26/2021 13:26,N54° 12.334' E11° 31.181'
1141,9631,m,3.2,km,12:00:14 AM,824,km/h,249.3° true,10/26/2021 13:26,N54° 11.592' E11° 27.833'
1142,9630,m,4.1,km,12:00:18 AM,825,km/h,249.2° true,10/26/2021 13:27,N54° 10.980' E11° 25.073'
1143,9638,m,3.7,km,12:00:16 AM,827,km/h,249.2° true,10/26/2021 13:27,N54° 10.191' E11° 21.520'
1144,9640,m,3.4,km,12:00:15 AM,828,km/h,249.2° true,10/26/2021 13:27,N54° 09.486' E11° 18.359'
1145,9645,m,3.7,km,12:00:16 AM,829,km/h,249.2° true,10/26/2021 13:27,N54° 08.826' E11° 15.392'
1146,9653,m,3.5,km,12:00:15 AM,831,km/h,249.2° true,10/26/2021 13:28,N54° 08.121' E11° 12.224'
1147,9652,m,3.7,km,12:00:16 AM,833,km/h,249.1° true,10/26/2021 13:28,N54° 07.456' E11° 09.247'
1148,9654,m,3.5,km,12:00:15 AM,833,km/h,248.9° true,10/26/2021 13:28,N54° 06.745' E11° 06.067'
1149,9655,m,3.2,km,12:00:14 AM,834,km/h,248.9° true,10/26/2021 13:28,N54° 06.071' E11° 03.089'
1150,9653,m,2.8,km,12:00:12 AM,833,km/h,248.8° true,10/26/2021 13:29,N54° 05.442' E11° 00.309'
1151,9652,m,3.5,km,12:00:15 AM,833,km/h,248.8° true,10/26/2021 13:29,N54° 04.901' E10° 57.930'
1152,9649,m,3,km,12:00:13 AM,833,km/h,248.8° true,10/26/2021 13:29,N54° 04.224' E10° 54.957'
1153,9644,m,3.5,km,12:00:15 AM,832,km/h,248.8° true,10/26/2021 13:29,N54° 03.638' E10° 52.382'
1154,9642,m,3.5,km,12:00:15 AM,832,km/h,248.8° true,10/26/2021 13:30,N54° 02.961' E10° 49.414'
1155,9644,m,3.9,km,12:00:17 AM,832,km/h,248.6° true,10/26/2021 13:30,N54° 02.285' E10° 46.449'
1156,9643,m,3.7,km,12:00:16 AM,834,km/h,248.6° true,10/26/2021 13:30,N54° 01.512' E10° 43.091'
1157,9641,m,3.7,km,12:00:16 AM,835,km/h,248.6° true,10/26/2021 13:30,N54° 00.782' E10° 39.925'
1158,9644,m,3.2,km,12:00:14 AM,835,km/h,248.5° true,10/26/2021 13:31,N54° 00.053' E10° 36.757'
1159,9646,m,4.2,km,12:00:18 AM,838,km/h,248.6° true,10/26/2021 13:31,N53° 59.409' E10° 33.986'
1160,9649,m,3.7,km,12:00:16 AM,840,km/h,248.5° true,10/26/2021 13:31,N53° 58.585' E10° 30.411'
1161,9646,m,3.7,km,12:00:16 AM,839,km/h,248.4° true,10/26/2021 13:31,N53° 57.846' E10° 27.231'
1162,9651,m,3.7,km,12:00:16 AM,839,km/h,248.4° true,10/26/2021 13:32,N53° 57.106' E10° 24.054'
1163,9645,m,4,km,12:00:17 AM,839,km/h,248.4° true,10/26/2021 13:32,N53° 56.367' E10° 20.877'
1164,9649,m,4.2,km,12:00:18 AM,841,km/h,248.3° true,10/26/2021 13:32,N53° 55.581' E10° 17.503'
1165,9652,m,3.7,km,12:00:16 AM,841,km/h,248.2° true,10/26/2021 13:33,N53° 54.742' E10° 13.930'
1166,9653,m,3.5,km,12:00:15 AM,841,km/h,248.1° true,10/26/2021 13:33,N53° 53.995' E10° 10.754'
1167,9652,m,3.5,km,12:00:15 AM,841,km/h,248.1° true,10/26/2021 13:33,N53° 53.289' E10° 07.781'
1168,9652,m,3.5,km,12:00:15 AM,842,km/h,248.1° true,10/26/2021 13:33,N53° 52.584' E10° 04.809'
1169,9652,m,3.3,km,12:00:14 AM,844,km/h,248.2° true,10/26/2021 13:34,N53° 51.879' E10° 01.832'
1170,9652,m,3.5,km,12:00:15 AM,846,km/h,248.2° true,10/26/2021 13:34,N53° 51.222' E9° 59.047'
1171,9654,m,3.8,km,12:00:16 AM,849,km/h,248.1° true,10/26/2021 13:34,N53° 50.515' E9° 56.057'
1172,9651,m,3.1,km,12:00:13 AM,850,km/h,248.0° true,10/26/2021 13:34,N53° 49.755' E9° 52.861'
1173,9655,m,4,km,12:00:17 AM,851,km/h,248.0° true,10/26/2021 13:35,N53° 49.135' E9° 50.262'
1174,9660,m,3.8,km,12:00:16 AM,851,km/h,247.9° true,10/26/2021 13:35,N53° 48.323' E9° 46.862'
1175,9662,m,3.6,km,12:00:15 AM,852,km/h,247.8° true,10/26/2021 13:35,N53° 47.555' E9° 43.664'
1176,9662,m,3.6,km,12:00:15 AM,853,km/h,247.8° true,10/26/2021 13:35,N53° 46.832' E9° 40.663'
1177,9668,m,3.6,km,12:00:15 AM,853,km/h,247.6° true,10/26/2021 13:36,N53° 46.108' E9° 37.663'
1178,9670,m,3.8,km,12:00:16 AM,853,km/h,247.7° true,10/26/2021 13:36,N53° 45.377' E9° 34.666'
1179,9667,m,3.5,km,12:00:15 AM,852,km/h,247.8° true,10/26/2021 13:36,N53° 44.600' E9° 31.469'
1180,9669,m,3.6,km,12:00:15 AM,853,km/h,247.6° true,10/26/2021 13:36,N53° 43.875' E9° 28.476'
1181,9668,m,3.6,km,12:00:15 AM,854,km/h,247.7° true,10/26/2021 13:37,N53° 43.143' E9° 25.482'
1182,9670,m,3.3,km,12:00:14 AM,855,km/h,247.6° true,10/26/2021 13:37,N53° 42.415' E9° 22.484'
1183,9673,m,3.6,km,12:00:15 AM,856,km/h,247.5° true,10/26/2021 13:37,N53° 41.731' E9° 19.685'
1184,9673,m,3.6,km,12:00:15 AM,855,km/h,247.4° true,10/26/2021 13:37,N53° 40.994' E9° 16.687'
1185,9672,m,3.8,km,12:00:16 AM,855,km/h,247.5° true,10/26/2021 13:38,N53° 40.255' E9° 13.693'
1186,9669,m,3.1,km,12:00:13 AM,856,km/h,247.4° true,10/26/2021 13:38,N53° 39.470' E9° 10.500'
1187,9667,m,3.3,km,12:00:14 AM,856,km/h,247.4° true,10/26/2021 13:38,N53° 38.829' E9° 07.907'
1188,9672,m,3.6,km,12:00:15 AM,857,km/h,247.5° true,10/26/2021 13:38,N53° 38.138' E9° 05.113'
1189,9672,m,3.3,km,12:00:14 AM,856,km/h,247.4° true,10/26/2021 13:39,N53° 37.402' E9° 02.116'
1190,9676,m,3.3,km,12:00:14 AM,856,km/h,247.2° true,10/26/2021 13:39,N53° 36.710' E8° 59.326'
1191,9679,m,3.3,km,12:00:14 AM,856,km/h,247.3° true,10/26/2021 13:39,N53° 36.016' E8° 56.539'
1192,9687,m,3.3,km,12:00:14 AM,856,km/h,247.2° true,10/26/2021 13:39,N53° 35.322' E8° 53.751'
1193,9691,m,3.8,km,12:00:16 AM,856,km/h,247.0° true,10/26/2021 13:40,N53° 34.626' E8° 50.967'
1194,9688,m,3.8,km,12:00:16 AM,855,km/h,247.2° true,10/26/2021 13:40,N53° 33.825' E8° 47.788'
1195,9694,m,3.6,km,12:00:15 AM,856,km/h,247.2° true,10/26/2021 13:40,N53° 33.031' E8° 44.611'
1196,9701,m,3.3,km,12:00:14 AM,858,km/h,247.1° true,10/26/2021 13:40,N53° 32.284' E8° 41.628'
1197,9702,m,3.3,km,12:00:14 AM,860,km/h,246.9° true,10/26/2021 13:41,N53° 31.582' E8° 38.842'
1198,9700,m,3.1,km,12:00:13 AM,862,km/h,246.9° true,10/26/2021 13:41,N53° 30.874' E8° 36.054'
1199,9698,m,3.1,km,12:00:13 AM,863,km/h,246.9° true,10/26/2021 13:41,N53° 30.215' E8° 33.459'
1200,9700,m,3.8,km,12:00:16 AM,865,km/h,246.9° true,10/26/2021 13:41,N53° 29.557' E8° 30.861'
1201,9703,m,3.6,km,12:00:15 AM,865,km/h,246.7° true,10/26/2021 13:41,N53° 28.745' E8° 27.658'
1202,9702,m,3.1,km,12:00:13 AM,866,km/h,246.7° true,10/26/2021 13:42,N53° 27.976' E8° 24.661'
1203,9700,m,2.9,km,12:00:12 AM,868,km/h,246.7° true,10/26/2021 13:42,N53° 27.309' E8° 22.060'
1204,9696,m,3.4,km,12:00:14 AM,867,km/h,246.8° true,10/26/2021 13:42,N53° 26.691' E8° 19.656'
1205,9701,m,3.6,km,12:00:15 AM,867,km/h,246.7° true,10/26/2021 13:42,N53° 25.975' E8° 16.852'
1206,9708,m,3.1,km,12:00:13 AM,866,km/h,246.7° true,10/26/2021 13:43,N53° 25.206' E8° 13.851'
1207,9710,m,2.9,km,12:00:12 AM,866,km/h,246.6° true,10/26/2021 13:43,N53° 24.539' E8° 11.253'
1208,9712,m,3.6,km,12:00:15 AM,865,km/h,246.6° true,10/26/2021 13:43,N53° 23.922' E8° 08.857'
1209,9715,m,4.1,km,12:00:17 AM,865,km/h,246.5° true,10/26/2021 13:43,N53° 23.149' E8° 05.869'
1210,9711,m,3.4,km,12:00:14 AM,866,km/h,246.5° true,10/26/2021 13:44,N53° 22.272' E8° 02.483'
1211,9711,m,3.4,km,12:00:14 AM,866,km/h,246.5° true,10/26/2021 13:44,N53° 21.548' E7° 59.693'
1212,9705,m,3.4,km,12:00:14 AM,866,km/h,246.4° true,10/26/2021 13:44,N53° 20.822' E7° 56.904'
1213,9706,m,3.1,km,12:00:13 AM,865,km/h,246.3° true,10/26/2021 13:44,N53° 20.095' E7° 54.118'
1214,9711,m,3.1,km,12:00:13 AM,866,km/h,246.3° true,10/26/2021 13:44,N53° 19.418' E7° 51.535'
1215,9709,m,4.1,km,12:00:17 AM,867,km/h,246.3° true,10/26/2021 13:45,N53° 18.739' E7° 48.952'
1216,9706,m,3.1,km,12:00:13 AM,867,km/h,246.3° true,10/26/2021 13:45,N53° 17.852' E7° 45.571'
1217,9708,m,3.4,km,12:00:14 AM,868,km/h,246.2° true,10/26/2021 13:45,N53° 17.173' E7° 42.988'
1218,9710,m,3.4,km,12:00:14 AM,868,km/h,246.2° true,10/26/2021 13:45,N53° 16.440' E7° 40.205'
1219,9712,m,3.1,km,12:00:13 AM,869,km/h,246.2° true,10/26/2021 13:46,N53° 15.704' E7° 37.423'
1220,9712,m,2.2,km,12:00:09 AM,870,km/h,246.1° true,10/26/2021 13:46,N53° 15.020' E7° 34.838'
1221,9708,m,2.7,km,12:00:11 AM,871,km/h,246.1° true,10/26/2021 13:46,N53° 14.544' E7° 33.047'
1222,9707,m,3.4,km,12:00:14 AM,872,km/h,246.1° true,10/26/2021 13:46,N53° 13.962' E7° 30.856'
1223,9709,m,3.4,km,12:00:14 AM,875,km/h,246.1° true,10/26/2021 13:46,N53° 13.221' E7° 28.065'
1224,9710,m,3.7,km,12:00:15 AM,877,km/h,246.0° true,10/26/2021 13:47,N53° 12.476' E7° 25.267'
1225,9715,m,2.9,km,12:00:12 AM,879,km/h,245.9° true,10/26/2021 13:47,N53° 11.675' E7° 22.264'
1226,9717,m,2.9,km,12:00:12 AM,881,km/h,245.8° true,10/26/2021 13:47,N53° 11.029' E7° 19.860'
1227,9714,m,2.9,km,12:00:12 AM,881,km/h,245.9° true,10/26/2021 13:47,N53° 10.381' E7° 17.452'
1228,9716,m,3.4,km,12:00:14 AM,882,km/h,245.9° true,10/26/2021 13:48,N53° 09.734' E7° 15.041'
1229,9719,m,3.4,km,12:00:14 AM,885,km/h,245.9° true,10/26/2021 13:48,N53° 08.979' E7° 12.225'
1230,9721,m,3.9,km,12:00:16 AM,886,km/h,245.9° true,10/26/2021 13:48,N53° 08.221' E7° 09.404'
1231,9725,m,2.7,km,12:00:11 AM,886,km/h,245.7° true,10/26/2021 13:48,N53° 07.353' E7° 06.177'
1232,9725,m,2.7,km,12:00:11 AM,885,km/h,245.7° true,10/26/2021 13:48,N53° 06.753' E7° 03.960'
1233,9732,m,3,km,12:00:12 AM,886,km/h,245.7° true,10/26/2021 13:49,N53° 06.153' E7° 01.746'
1234,9738,m,2.9,km,12:00:12 AM,885,km/h,245.7° true,10/26/2021 13:49,N53° 05.498' E6° 59.330'
1235,9739,m,2.9,km,12:00:12 AM,884,km/h,245.6° true,10/26/2021 13:49,N53° 04.842' E6° 56.919'
1236,9735,m,3.2,km,12:00:13 AM,884,km/h,245.6° true,10/26/2021 13:49,N53° 04.185' E6° 54.513'
1237,9726,m,3.2,km,12:00:13 AM,885,km/h,245.6° true,10/26/2021 13:49,N53° 03.473' E6° 51.906'
1238,9733,m,3,km,12:00:12 AM,885,km/h,245.7° true,10/26/2021 13:50,N53° 02.762' E6° 49.297'
1239,9750,m,3,km,12:00:12 AM,885,km/h,245.5° true,10/26/2021 13:50,N53° 02.107' E6° 46.887'
1240,9762,m,3.2,km,12:00:13 AM,885,km/h,245.5° true,10/26/2021 13:50,N53° 01.448' E6° 44.479'
1241,9773,m,3,km,12:00:12 AM,887,km/h,245.3° true,10/26/2021 13:50,N53° 00.733' E6° 41.873'
1242,9768,m,2.7,km,12:00:11 AM,887,km/h,245.3° true,10/26/2021 13:50,N53° 00.067' E6° 39.468'
1243,9766,m,3.7,km,12:00:15 AM,888,km/h,245.4° true,10/26/2021 13:51,N52° 59.457' E6° 37.262'
1244,9769,m,3.2,km,12:00:13 AM,888,km/h,245.4° true,10/26/2021 13:51,N52° 58.626' E6° 34.252'
1245,9767,m,3.5,km,12:00:14 AM,890,km/h,245.3° true,10/26/2021 13:51,N52° 57.905' E6° 31.643'
1246,9768,m,3,km,12:00:12 AM,893,km/h,245.3° true,10/26/2021 13:51,N52° 57.126' E6° 28.827'
1247,9770,m,2.7,km,12:00:11 AM,893,km/h,245.1° true,10/26/2021 13:52,N52° 56.455' E6° 26.410'
1248,9767,m,3.2,km,12:00:13 AM,894,km/h,245.0° true,10/26/2021 13:52,N52° 55.836' E6° 24.196'
1249,9761,m,3.2,km,12:00:13 AM,895,km/h,245.0° true,10/26/2021 13:52,N52° 55.101' E6° 21.581'
1250,9754,m,2.7,km,12:00:11 AM,895,km/h,245.2° true,10/26/2021 13:52,N52° 54.365' E6° 18.964'
1251,9756,m,2.7,km,12:00:11 AM,895,km/h,245.2° true,10/26/2021 13:52,N52° 53.746' E6° 16.747'
1252,9763,m,3.2,km,12:00:13 AM,897,km/h,245.1° true,10/26/2021 13:53,N52° 53.127' E6° 14.530'
1253,9770,m,3,km,12:00:12 AM,898,km/h,245.0° true,10/26/2021 13:53,N52° 52.393' E6° 11.907'
1254,9777,m,3.5,km,12:00:14 AM,898,km/h,245.0° true,10/26/2021 13:53,N52° 51.711' E6° 09.484'
1255,9784,m,2.7,km,12:00:11 AM,898,km/h,244.9° true,10/26/2021 13:53,N52° 50.916' E6° 06.659'
1256,9785,m,3.2,km,12:00:13 AM,898,km/h,244.7° true,10/26/2021 13:53,N52° 50.288' E6° 04.443'
1257,9774,m,3.2,km,12:00:13 AM,898,km/h,244.8° true,10/26/2021 13:54,N52° 49.542' E6° 01.829'
1258,9770,m,3,km,12:00:12 AM,900,km/h,244.8° true,10/26/2021 13:54,N52° 48.796' E5° 59.212'
1259,9773,m,3.3,km,12:00:13 AM,902,km/h,244.9° true,10/26/2021 13:54,N52° 48.107' E5° 56.793'
1260,9776,m,4,km,12:00:16 AM,905,km/h,244.9° true,10/26/2021 13:54,N52° 47.362' E5° 54.163'
1261,9780,m,4,km,12:00:16 AM,907,km/h,244.8° true,10/26/2021 13:54,N52° 46.443' E5° 50.917'
1262,9781,m,2.8,km,12:00:11 AM,910,km/h,244.6° true,10/26/2021 13:55,N52° 45.515' E5° 47.668'
1263,9779,m,3.5,km,12:00:14 AM,911,km/h,244.7° true,10/26/2021 13:55,N52° 44.873' E5° 45.432'
1264,9782,m,3,km,12:00:12 AM,914,km/h,244.7° true,10/26/2021 13:55,N52° 44.056' E5° 42.579'
1265,9780,m,3.3,km,12:00:13 AM,915,km/h,244.7° true,10/26/2021 13:55,N52° 43.353' E5° 40.129'
1266,9784,m,2.5,km,12:00:10 AM,917,km/h,244.6° true,10/26/2021 13:56,N52° 42.591' E5° 37.473'
1267,9786,m,3.3,km,12:00:13 AM,919,km/h,244.5° true,10/26/2021 13:56,N52° 42.001' E5° 35.426'
1268,9790,m,3.3,km,12:00:13 AM,920,km/h,244.5° true,10/26/2021 13:56,N52° 41.231' E5° 32.763'
1269,9795,m,3.1,km,12:00:12 AM,921,km/h,244.5° true,10/26/2021 13:56,N52° 40.460' E5° 30.098'
1270,9801,m,3.1,km,12:00:12 AM,922,km/h,244.5° true,10/26/2021 13:56,N52° 39.748' E5° 27.636'
1271,9807,m,2.8,km,12:00:11 AM,923,km/h,244.4° true,10/26/2021 13:57,N52° 39.035' E5° 25.172'
1272,9805,m,3.3,km,12:00:13 AM,924,km/h,244.3° true,10/26/2021 13:57,N52° 38.378' E5° 22.913'
1273,9805,m,3.3,km,12:00:13 AM,926,km/h,244.2° true,10/26/2021 13:57,N52° 37.599' E5° 20.242'
1274,9803,m,2.8,km,12:00:11 AM,927,km/h,244.3° true,10/26/2021 13:57,N52° 36.816' E5° 17.569'
1275,9803,m,3.4,km,12:00:13 AM,928,km/h,244.2° true,10/26/2021 13:57,N52° 36.153' E5° 15.306'
1276,9803,m,3.1,km,12:00:12 AM,928,km/h,244.2° true,10/26/2021 13:58,N52° 35.366' E5° 12.629'
1277,9805,m,3.4,km,12:00:13 AM,928,km/h,244.2° true,10/26/2021 13:58,N52° 34.640' E5° 10.159'
1278,9808,m,3.9,km,12:00:15 AM,928,km/h,244.2° true,10/26/2021 13:58,N52° 33.853' E5° 07.482'
1279,9811,m,4.1,km,12:00:16 AM,928,km/h,244.1° true,10/26/2021 13:58,N52° 32.945' E5° 04.396'
1280,9817,m,3.1,km,12:00:12 AM,927,km/h,244.1° true,10/26/2021 13:59,N52° 31.974' E5° 01.106'
1281,9819,m,3.1,km,12:00:12 AM,926,km/h,243.9° true,10/26/2021 13:59,N52° 31.246' E4° 58.644'
1282,9814,m,3.6,km,12:00:14 AM,927,km/h,244.0° true,10/26/2021 13:59,N52° 30.515' E4° 56.189'
1283,9812,m,3.4,km,12:00:13 AM,928,km/h,244.0° true,10/26/2021 13:59,N52° 29.663' E4° 53.322'
1284,9808,m,3.6,km,12:00:14 AM,928,km/h,243.9° true,10/26/2021 13:59,N52° 28.870' E4° 50.658'
1285,9793,m,3.4,km,12:00:13 AM,929,km/h,243.9° true,10/26/2021 14:00,N52° 28.013' E4° 47.791'
1286,9785,m,3.1,km,12:00:12 AM,930,km/h,244.0° true,10/26/2021 14:00,N52° 27.217' E4° 45.126'
1287,9792,m,3.6,km,12:00:14 AM,931,km/h,243.9° true,10/26/2021 14:00,N52° 26.483' E4° 42.663'
1288,9796,m,3.1,km,12:00:12 AM,932,km/h,243.8° true,10/26/2021 14:00,N52° 25.624' E4° 39.789'
1289,9799,m,3.4,km,12:00:13 AM,932,km/h,243.8° true,10/26/2021 14:00,N52° 24.886' E4° 37.325'
1290,9796,m,3.4,km,12:00:13 AM,934,km/h,243.7° true,10/26/2021 14:01,N52° 24.085' E4° 34.656'
1291,9794,m,3.6,km,12:00:14 AM,934,km/h,243.6° true,10/26/2021 14:01,N52° 23.279' E4° 31.987'
1292,9795,m,4.1,km,12:00:16 AM,932,km/h,243.7° true,10/26/2021 14:01,N52° 22.409' E4° 29.113'
1293,9800,m,2.8,km,12:00:11 AM,932,km/h,243.5° true,10/26/2021 14:01,N52° 21.418' E4° 25.837'
1294,9794,m,3.4,km,12:00:13 AM,931,km/h,243.5° true,10/26/2021 14:02,N52° 20.734' E4° 23.589'
